Gene_acc,Gene_id,DM1,DM2,DM3,Plus1,Plus2,Plus3,Minus1,Minus2,Minus3,Desc
396,Tb927.10.12130,1134700.0,1163500.0,1261200.0,1058600.0,1147000.0,1079500.0,1062200.0,1055600.0,1108200.0,"Ubiquitin family, putative"
397,Tb927.10.12180,455650.0,479240.0,483630.0,410070.0,436070.0,416680.0,396800.0,401010.0,424100.0,"hypothetical protein, conserved"
398,Tb927.10.12190,141770.0,147420.0,149050.0,142660.0,147190.0,144230.0,139900.0,143720.0,145580.0,"RAB-interacting protein, putative"
399,Tb927.10.12210,856100.0,893800.0,927620.0,871420.0,894610.0,895470.0,947700.0,938590.0,956270.0,"ribulose-5-phosphate 3-epimerase, putative"
400,Tb927.10.12220,266010.0,261400.0,269910.0,246680.0,251820.0,245030.0,263060.0,268550.0,276740.0,"hypothetical protein, conserved"
401,Tb927.10.12240,2206600.0,2229200.0,2433700.0,2106400.0,2225100.0,2070800.0,2412800.0,2305900.0,2406300.0,"3-ketoacyl-CoA reductase, putative"
402,Tb927.10.12250,335440.0,358040.0,363260.0,346630.0,349330.0,337000.0,356210.0,344030.0,363600.0,"hypothetical protein, conserved"
403,Tb927.10.12260,3446500.0,3779800.0,3825800.0,3480200.0,3542200.0,3569400.0,3703500.0,3795700.0,3731000.0,"cytosolic nonspecific dipeptidase, putative"
404,Tb927.10.12270,112770.0,117760.0,129940.0,108450.0,108200.0,102290.0,119180.0,122950.0,119560.0,"methyltransferase domain containing protein, putative"
405,Tb927.10.12290,873790.0,933440.0,957330.0,876140.0,872080.0,863490.0,884890.0,871760.0,869730.0,"UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase, putative"
406,Tb927.10.1230,426430.0,418430.0,480160.0,441910.0,499590.0,447460.0,473340.0,415610.0,476940.0,Enriched in surface-labeled proteome protein 23
407,Tb927.10.12330,494770.0,528850.0,543450.0,556290.0,571200.0,537830.0,592280.0,563340.0,572580.0,"zinc finger protein family member, putative"
408,Tb927.10.12360,335270.0,345990.0,362420.0,394810.0,412860.0,411620.0,431890.0,424520.0,437210.0,"hypothetical protein, conserved"
409,Tb927.10.12370,1051900.0,1064600.0,1137700.0,985260.0,1034800.0,1003400.0,1152200.0,1157700.0,1174100.0,gamma-glutamylcysteine synthetase
410,Tb927.10.12390,499600.0,564130.0,547770.0,459430.0,445100.0,451950.0,422680.0,446870.0,426140.0,"hypothetical protein, conserved"
411,Tb927.10.1240,6636.7,6696.7,8094.3,7013.4,7657.6,6287.9,6666.3,6663.2,6796.5,"hypothetical protein, conserved"
412,Tb927.10.12400,445520.0,469080.0,482490.0,449930.0,436020.0,429480.0,445620.0,439430.0,438290.0,"membrane transporter protein, putative"
413,Tb927.10.12410,812900.0,894020.0,878070.0,834230.0,837180.0,842790.0,811090.0,845690.0,830250.0,"hypothetical protein, conserved"
414,Tb927.10.12420,1214.1,1304.3,1225.3,1117.9,1435.7,1395.9,1311.2,1355.3,1761.9,predicted S. cerevisiae Got1 homologue
415,Tb927.10.12430,1736100.0,1862200.0,1888400.0,1706500.0,1752100.0,1730800.0,1665000.0,1692900.0,1685900.0,"Noc2p family, putative"
416,Tb927.10.12440,103280.0,113590.0,114630.0,86591.0,91768.0,89002.0,76096.0,75816.0,85656.0,"kinesin, putative"
417,Tb927.10.12460,69612.0,76201.0,73214.0,63228.0,63463.0,64762.0,82107.0,72100.0,77547.0,"Zinc finger, C3HC4 type (RING finger), putative"
418,Tb927.10.12470,350630.0,358660.0,377390.0,371510.0,390130.0,368880.0,384070.0,370730.0,385270.0,"hypothetical protein, conserved"
419,Tb927.10.12490,871390.0,908850.0,997130.0,860730.0,904460.0,860680.0,865540.0,849080.0,909900.0,"kinesin, putative"
420,Tb927.10.1250,818810.0,885130.0,913920.0,867850.0,863670.0,855700.0,873680.0,888820.0,889500.0,"Aminoacyl-tRNA editing domain containing protein, putative"
421,Tb927.10.12500,9687500.0,10392000.0,10553000.0,8657700.0,8584000.0,8621100.0,9455500.0,9444100.0,9271900.0,"P-type H+-ATPase, putative"
422,Tb927.10.12510,539220.0,567970.0,595060.0,564670.0,598890.0,535740.0,587680.0,570910.0,595730.0,"P-type H+-ATPase, putative"
423,Tb927.10.12520,24814.0,25022.0,29157.0,28513.0,30143.0,24881.0,27516.0,20608.0,27545.0,"hypothetical protein, conserved"
424,Tb927.10.12530,107620.0,117750.0,126320.0,111090.0,114880.0,110750.0,113900.0,112700.0,121810.0,"chaperone protein DnaJ, putative"
425,Tb927.10.12540,146690.0,156850.0,165440.0,140320.0,138180.0,131720.0,117650.0,130100.0,125070.0,"NADH-ubiquinone oxidoreductase complex I subunit, putative"
426,Tb927.10.12550,48135.0,56006.0,60106.0,49148.0,51980.0,49626.0,46113.0,45885.0,51835.0,"hypothetical protein, conserved"
427,Tb927.10.12590,1396700.0,1460000.0,1503600.0,1357900.0,1402200.0,1357200.0,1430300.0,1415200.0,1441100.0,"hypothetical protein, conserved"
428,Tb927.10.1260,396150.0,424450.0,433250.0,445100.0,463530.0,454010.0,510630.0,507690.0,515310.0,"aspartyl-tRNA synthetase, putative"
429,Tb927.10.12600,173620.0,183700.0,193080.0,168140.0,170040.0,161440.0,170340.0,172110.0,168850.0,Small RNA 2-O-methyltransferase
430,Tb927.10.12620,381880.0,414040.0,424320.0,360300.0,373160.0,359320.0,368810.0,375130.0,383340.0,"Protein of unknown function (DUF3648), putative"
431,Tb927.10.12630,514230.0,574120.0,546520.0,545450.0,512470.0,545950.0,507400.0,538260.0,493640.0,"hypothetical protein, conserved"
432,Tb927.10.12640,88802.0,97164.0,94791.0,89019.0,92204.0,92276.0,89025.0,84796.0,87636.0,"chaperone protein DnaJ, putative"
433,Tb927.10.12660,1124200.0,1183700.0,1215600.0,1060100.0,1082100.0,1044500.0,1137200.0,1113900.0,1137700.0,pumilio/PUF RNA binding protein 2
434,Tb927.10.12670,34208.0,37287.0,36462.0,30602.0,33790.0,31112.0,33335.0,34159.0,35901.0,"hypothetical protein, conserved"
435,Tb927.10.12690,132610.0,141190.0,153510.0,154560.0,157020.0,150790.0,168960.0,167400.0,175410.0,"hypothetical protein, conserved"
436,Tb927.10.12700,6735600.0,7120700.0,7435500.0,6947200.0,7192400.0,7158900.0,7362200.0,7377900.0,7447800.0,"pyruvate dehydrogenase E1 alpha subunit, putative"
437,Tb927.10.12710,7770700.0,8176500.0,8444900.0,7555100.0,7657800.0,7466500.0,7621100.0,7512400.0,7524900.0,"heat shock protein 110, putative"
438,Tb927.10.12720,1292200.0,1372700.0,1466600.0,1202800.0,1246800.0,1194000.0,1170600.0,1177300.0,1206400.0,Bait On Hook 1
439,Tb927.10.12740,207860.0,183740.0,237910.0,181380.0,193130.0,175780.0,225970.0,202450.0,233970.0,Zinc finger CCCH domain-containing protein 35
440,Tb927.10.12780,23551.0,26857.0,26659.0,19888.0,23463.0,20975.0,26969.0,29214.0,27297.0,Zinc finger CCCH domain-containing protein 37
441,Tb927.10.1280,368910.0,388350.0,387320.0,368270.0,374600.0,345190.0,393910.0,387810.0,373960.0,"Domain of unknown function (DUF4499), putative"
442,Tb927.10.12810,424710.0,431460.0,461620.0,438020.0,456700.0,424820.0,540520.0,494850.0,547160.0,"cholinephosphate cytidylyltransferase A, putative"
443,Tb927.10.12840,3369100.0,3478000.0,3658000.0,3375200.0,3532200.0,3411800.0,3664600.0,3554000.0,3678100.0,mitochondrial carrier protein
444,Tb927.10.12850,529580.0,533330.0,572010.0,505760.0,524900.0,503540.0,501020.0,487420.0,515920.0,ttaggg binding factor
445,Tb927.10.12860,859150.0,906090.0,942470.0,810510.0,853760.0,802480.0,826940.0,795770.0,837270.0,"pre-RNA processing PIH1/Nop17, putative"
446,Tb927.10.12870,430870.0,447440.0,465040.0,419320.0,442420.0,427550.0,400360.0,411790.0,410960.0,Basal body protein
447,Tb927.10.12890,5936700.0,6244900.0,6530900.0,5683900.0,5799200.0,5629600.0,6441300.0,6370900.0,6439500.0,"bifunctional aminoacyl-tRNA synthetase, putative"
448,Tb927.10.12910,130290.0,137850.0,136410.0,136680.0,139200.0,141370.0,135920.0,137790.0,142200.0,"hypothetical protein, conserved"
449,Tb927.10.12920,164320.0,177570.0,178550.0,177780.0,179240.0,171660.0,197350.0,207020.0,206880.0,Flagellum attachment zone protein 18
450,Tb927.10.12930,385320.0,411370.0,432700.0,384670.0,396750.0,378010.0,443430.0,425390.0,450120.0,"hypothetical protein, conserved"
451,Tb927.10.12940,617750.0,613020.0,673730.0,555750.0,574380.0,543090.0,573650.0,533750.0,597760.0,predicted zinc finger protein
452,Tb927.10.12950,158000.0,164320.0,178130.0,152860.0,164320.0,158190.0,149890.0,152320.0,169580.0,Basal body protein
453,Tb927.10.12960,829670.0,914670.0,880160.0,840850.0,820820.0,835930.0,807030.0,819440.0,809860.0,Ras-related protein Rab5A
454,Tb927.10.12970,60294.0,65248.0,71367.0,76428.0,74384.0,76061.0,77764.0,75952.0,79036.0,"AN1-like zinc finger, putative"
455,Tb927.10.12980,482500.0,519650.0,544150.0,487820.0,497680.0,491740.0,510550.0,516640.0,527380.0,"Multisite-specific tRNA:(cytosine-C(5))-methyltransferase, putative"
456,Tb927.10.12990,345280.0,382460.0,391690.0,362150.0,375920.0,357760.0,339310.0,348900.0,365960.0,predicted ankyrin repeat family protein
457,Tb927.10.13000,978040.0,1018400.0,1072700.0,911200.0,926220.0,896680.0,946130.0,925340.0,956710.0,"cAMP phosphodiesterase A, putative"
458,Tb927.10.13010,170510.0,171020.0,185200.0,190960.0,190200.0,179760.0,187760.0,182800.0,190860.0,cAMP-dependent protein kinase catalytic subunit 3
459,Tb927.10.13020,466840.0,505800.0,502450.0,450470.0,458330.0,447590.0,459950.0,454690.0,451660.0,"Vacuolar protein sorting-associated protein 16 homolog, putative"
460,Tb927.10.13030,201550.0,219790.0,217470.0,174900.0,183260.0,178710.0,181670.0,179920.0,187210.0,"cysteine peptidase, Clan CA, family C2, putative"
461,Tb927.10.13040,999970.0,1028300.0,1104500.0,856520.0,922170.0,868500.0,1022800.0,968080.0,1027800.0,procyclic-enriched flagellar receptor adenylate cyclase 4
462,Tb927.10.1310,629350.0,651980.0,702260.0,637330.0,654540.0,636870.0,649040.0,628130.0,679130.0,"Domain of unknown function (DUF4042), putative"
463,Tb927.10.13100,142060.0,157320.0,160640.0,98208.0,103500.0,97460.0,100510.0,101690.0,110550.0,Cytokinesis initiation factor 3
464,Tb927.10.13110,151130.0,162040.0,168830.0,108550.0,111400.0,116680.0,115390.0,112460.0,119760.0,Outer arm dynein light chain 7
465,Tb927.10.13120,200130.0,220930.0,221570.0,131960.0,144570.0,144550.0,139940.0,140600.0,146120.0,mitochondrial carrier protein
466,Tb927.10.13130,1474300.0,1518900.0,1595000.0,762760.0,786560.0,780060.0,896180.0,862220.0,880360.0,UTP-glucose-1-phosphate uridylyltransferase
467,Tb927.10.13170,86089.0,88541.0,95436.0,71809.0,74113.0,71754.0,71173.0,69286.0,76694.0,"hypothetical protein, conserved"
468,Tb927.10.13180,2427700.0,2540900.0,2605300.0,1393600.0,1423000.0,1415600.0,1465500.0,1420400.0,1464500.0,"Nrap protein, putative"
469,Tb927.10.13190,344400.0,360940.0,364930.0,258810.0,254180.0,268590.0,270230.0,296060.0,272520.0,"actin-related protein 2/3 complex subunit 1, putative"
470,Tb927.10.1320,429060.0,436880.0,462660.0,442100.0,443700.0,436770.0,406190.0,424520.0,426300.0,"hypothetical protein, conserved"
471,Tb927.10.13200,141350.0,150060.0,152950.0,108480.0,124570.0,116900.0,115470.0,114050.0,116420.0,kinetoplast ribosomal PPR-repeat containing protein 4
472,Tb927.10.13210,38284.0,40390.0,44068.0,28503.0,27918.0,28286.0,26958.0,26486.0,28489.0,"dolichyl-P-Man:GDP-ManGlcNAc2-PP-dolichyl beta-1,4-mannosyltransferase, putative"
473,Tb927.10.13220,239760.0,244660.0,254660.0,167840.0,175160.0,173170.0,159230.0,160850.0,176800.0,"cyclophilin type peptidyl-prolyl cis-trans isomerase, putative"
474,Tb927.10.13230,45478.0,47390.0,50363.0,46867.0,42122.0,43578.0,49280.0,48920.0,56410.0,"hypothetical protein, conserved"
475,Tb927.10.13240,265840.0,297560.0,297220.0,229580.0,227770.0,229000.0,222790.0,248410.0,219860.0,"hypothetical protein, conserved"
476,Tb927.10.13250,482040.0,536120.0,522850.0,402610.0,402350.0,403250.0,377020.0,391420.0,440230.0,"hypothetical protein, conserved"
477,Tb927.10.13270,1019700.0,1086200.0,1083600.0,1022800.0,1022100.0,1012100.0,962110.0,970400.0,963540.0,"Periodic tryptophan protein 2 homolog, putative"
478,Tb927.10.13280,5861500.0,6214300.0,6330800.0,3886900.0,3999200.0,4011900.0,4081000.0,3977600.0,4057000.0,"hypothetical protein, conserved"
479,Tb927.10.13290,155110.0,167240.0,173730.0,102900.0,106660.0,112260.0,112390.0,107020.0,114420.0,ethanolamine phosphotransferase (EPT)
480,Tb927.10.13300,464040.0,546790.0,513490.0,429710.0,412520.0,455380.0,372840.0,448760.0,361490.0,Mitochondrial ribosomal protein S8
481,Tb927.10.13310,567700.0,615770.0,627300.0,528790.0,542190.0,544400.0,537320.0,547870.0,551820.0,"DNA-directed RNA polymerase I subunit RPB5z, putative"
482,Tb927.10.13320,232370.0,252520.0,259390.0,215870.0,231500.0,225110.0,223420.0,220280.0,222040.0,"DNA-directed RNA polymerase II/III subunit, putative"
483,Tb927.10.13330,131500.0,132400.0,153250.0,97235.0,103630.0,93695.0,94390.0,91346.0,97298.0,"paraflagellar rod component, putative"
484,Tb927.10.13335,68660.0,69587.0,72634.0,51856.0,56096.0,52206.0,54430.0,51425.0,50846.0,"Zinc-finger of C2H2 type, putative"
485,Tb927.10.13360,6709400.0,7048600.0,7284300.0,3956200.0,4008900.0,3958100.0,4370200.0,4345700.0,4320800.0,"Elongation factor Tu, mitochondrial"
486,Tb927.10.13370,12027.0,13381.0,12989.0,13745.0,14766.0,13269.0,15867.0,13010.0,16778.0,"dynein light chain Tctex-type, putative"
487,Tb927.10.1340,157620.0,165370.0,184810.0,155810.0,172150.0,189080.0,164840.0,153260.0,172210.0,"hypothetical protein, conserved"
488,Tb927.10.13430,1298500.0,1378200.0,1394400.0,1049300.0,1081900.0,1051200.0,1277700.0,1266200.0,1268600.0,"citrate synthase, putative"
489,Tb927.10.13450,1054700.0,1123300.0,1161300.0,757450.0,801310.0,764900.0,836190.0,808660.0,837950.0,"hypothetical protein, conserved"
490,Tb927.10.13470,132630.0,134530.0,145770.0,79124.0,89749.0,92145.0,91407.0,92032.0,99405.0,"PA26 p53-induced protein (sestrin), putative"
491,Tb927.10.13480,416840.0,432800.0,448000.0,242740.0,254590.0,254270.0,273540.0,258890.0,284450.0,"CAMK/CAMKL family protein kinase, putative"
492,Tb927.10.13510,1618500.0,1663400.0,1790000.0,1072800.0,1130500.0,1111100.0,1213900.0,1174900.0,1226900.0,"zinc metallopeptidase, putative"
493,Tb927.10.13517,3124.5,3182.3,3249.9,2598.5,2476.0,1942.7,2689.9,1822.3,2514.0,"40S ribosomal protein S27-like, putative"
494,Tb927.10.13520,234640.0,231770.0,246140.0,138930.0,142500.0,133550.0,137890.0,122940.0,139940.0,"Zn-finger in Ran binding protein and others/FYVE zinc finger, putative"
495,Tb927.10.13540,78872.0,70674.0,89158.0,49802.0,54514.0,50484.0,53417.0,43578.0,53999.0,"RNA-binding protein, putative"
496,Tb927.10.13550,743230.0,785260.0,803290.0,588790.0,610370.0,592740.0,656220.0,658060.0,683470.0,"hypothetical protein, conserved"
497,Tb927.10.13560,1716400.0,1732200.0,1878300.0,1499200.0,1606900.0,1552900.0,1700300.0,1655000.0,1745700.0,mevalonate-diphosphate decarboxylase
498,Tb927.10.13600,280070.0,387430.0,306550.0,217530.0,177230.0,225380.0,109870.0,139250.0,111510.0,"hypothetical protein, conserved"
499,Tb927.10.13610,173530.0,172480.0,201700.0,188990.0,194400.0,190580.0,192850.0,192990.0,193590.0,"zinc-finger of a C2HC-type/Double zinc ribbon, putative"
500,Tb927.10.13620,775540.0,823870.0,883050.0,751680.0,789190.0,739270.0,757200.0,735350.0,765970.0,nadh-ubiquinone oxidoreductase 39 kda subunit
501,Tb927.10.13630,2661400.0,2724700.0,2880400.0,2714300.0,2839800.0,2715200.0,2967400.0,2889000.0,3013600.0,"glucosidase, putative"
502,Tb927.10.13650,122600.0,127820.0,143370.0,119250.0,124650.0,131470.0,122130.0,113660.0,130750.0,"ADP-ribosylation factor-like protein 2-binding protein, putative"
503,Tb927.10.13660,234810.0,250700.0,259740.0,238400.0,255000.0,250540.0,278220.0,269160.0,277340.0,"Domain of unknown function DUF21, putative"
504,Tb927.10.13670,1203500.0,1268900.0,1316200.0,1268600.0,1273100.0,1248200.0,1267200.0,1247400.0,1255500.0,serine/threonine protein phosphatase 5
505,Tb927.10.13710,978550.0,1036600.0,1090200.0,1164200.0,1171200.0,1191900.0,1245000.0,1232000.0,1233900.0,"Activator of Hsp90 ATPase, N-terminal/Activator of Hsp90 ATPase homolog 1-like protein, putative"
506,Tb927.10.13720,1003500.0,1048300.0,1065700.0,871380.0,900910.0,879920.0,901990.0,888420.0,901030.0,"RNA-binding protein 29, putative"
507,Tb927.10.13730,584580.0,636040.0,636140.0,543420.0,543390.0,515440.0,493960.0,493960.0,495300.0,"60S ribosomal protein L7, putative"
508,Tb927.10.13740,568400.0,604550.0,606890.0,724880.0,726180.0,727680.0,718690.0,743870.0,724640.0,"synaptotagmin, putative"
509,Tb927.10.13760,171980.0,169350.0,188270.0,150120.0,152670.0,148460.0,142980.0,138530.0,148400.0,"hypothetical protein, conserved"
510,Tb927.10.13770,55750.0,59277.0,59490.0,55265.0,57225.0,55494.0,54724.0,52198.0,52152.0,"hypothetical protein, conserved"
511,Tb927.10.13780,1718800.0,1762700.0,1896300.0,1687600.0,1723300.0,1652100.0,1760000.0,1699000.0,1777700.0,Glycogen synthase kinase 3 short
512,Tb927.10.13790,1094900.0,1088300.0,1195400.0,1059100.0,1098900.0,1036100.0,1195300.0,1135100.0,1189500.0,"hypothetical protein, conserved"
513,Tb927.10.13800,1994800.0,2088300.0,2148700.0,1646700.0,1649000.0,1636200.0,1682700.0,1652300.0,1694400.0,"hypothetical protein, conserved"
514,Tb927.10.13810,82912.0,85271.0,90268.0,91210.0,91664.0,89710.0,103830.0,102530.0,108620.0,"hypothetical protein, conserved"
515,Tb927.10.13830,978080.0,1120100.0,1057500.0,1022000.0,982080.0,970440.0,993460.0,1050900.0,956160.0,"chaperone protein DnaJ, putative"
516,Tb927.10.13850,551860.0,639760.0,619230.0,668420.0,648000.0,663560.0,629180.0,666590.0,625180.0,"ATP12 chaperone protein, putative"
517,Tb927.10.13860,452220.0,489390.0,508530.0,509470.0,535020.0,532190.0,557470.0,545070.0,554230.0,GPI-anchor transamidase subunit 8 (GPI8)
518,Tb927.10.13870,294190.0,312060.0,327150.0,280010.0,285030.0,293790.0,281750.0,285860.0,293800.0,"tubulin tyrosine ligase protein, putative"
519,Tb927.10.13880,442360.0,471460.0,498190.0,429920.0,439920.0,446960.0,410520.0,436510.0,430330.0,"hypothetical protein, conserved"
520,Tb927.10.1390,3024200.0,3190300.0,3283500.0,2800500.0,2876700.0,2755600.0,2983900.0,2961200.0,2951700.0,Hypoxanthine-guanine-xanthine phosphoribosyltransferase
521,Tb927.10.13950,1166800.0,1223200.0,1261300.0,1156700.0,1191300.0,1128500.0,1191100.0,1176400.0,1197100.0,"tubulin-specific chaperone, putative"
522,Tb927.10.13960,462030.0,481090.0,520120.0,399010.0,413370.0,380420.0,407260.0,403760.0,408210.0,paralyzed flagella protein 20
523,Tb927.10.13970,522020.0,524560.0,533970.0,483800.0,489060.0,454420.0,451690.0,438650.0,423980.0,"uracil-DNA glycosylase, putative"
524,Tb927.10.13980,183710.0,193000.0,194850.0,169470.0,177060.0,167460.0,166910.0,155640.0,174200.0,"btb/poz domain containing protein, putative"
525,Tb927.10.13990,216180.0,241580.0,246420.0,215800.0,229030.0,230460.0,213380.0,214310.0,224240.0,"Pentatricopeptide repeat protein (PPR), putative"
526,Tb927.10.1400,2168900.0,2246700.0,2341800.0,1886600.0,1895400.0,2034600.0,2301400.0,2068800.0,2242200.0,hypoxanthine-guanine phosphoribosyltransferase
527,Tb927.10.14000,3364100.0,3477600.0,3664300.0,4447500.0,4501600.0,4312100.0,4981300.0,4861000.0,5018700.0,aconitase
528,Tb927.10.14010,1362700.0,1447700.0,1449500.0,1144100.0,1136300.0,1129400.0,1167800.0,1188400.0,1149100.0,tubulin cofactor C domain-containing protein RP2
529,Tb927.10.14020,11260.0,12661.0,12126.0,11315.0,11173.0,11849.0,9713.6,9732.6,11272.0,"hypothetical protein, conserved"
530,Tb927.10.14030,1352100.0,1368700.0,1423300.0,1347600.0,1367700.0,1316600.0,1384300.0,1361400.0,1375100.0,"hypothetical protein, conserved"
531,Tb927.10.14040,1503700.0,1593700.0,1643900.0,1366900.0,1395600.0,1349600.0,1405000.0,1393500.0,1400300.0,"vacuolar ATP synthase subunit c, putative"
532,Tb927.10.14080,243610.0,260340.0,268550.0,242650.0,259270.0,249630.0,249290.0,246250.0,259080.0,"RNA-binding protein 27, putative"
533,Tb927.10.14090,138570.0,138740.0,151350.0,144340.0,141180.0,144340.0,157340.0,156510.0,158420.0,"transporter, putative"
534,Tb927.10.1410,230040.0,247760.0,240610.0,240560.0,241800.0,244500.0,243740.0,236840.0,240240.0,"hypothetical protein, conserved"
535,Tb927.10.14110,621320.0,641270.0,639030.0,369200.0,374700.0,383980.0,395210.0,390850.0,391370.0,"13 kDa deflagellation-inducible protein, putative"
536,Tb927.10.14130,580230.0,616600.0,644890.0,496660.0,499600.0,491090.0,503450.0,500980.0,498820.0,"SRP19 protein, putative"
537,Tb927.10.14140,5327000.0,5526400.0,5808500.0,5020900.0,5194100.0,4917900.0,5911200.0,5679800.0,5889600.0,pyruvate kinase 1
538,Tb927.10.14150,2524700.0,2581600.0,2721100.0,2278000.0,2386400.0,2258500.0,2326400.0,2233100.0,2331900.0,"nuclear segregation protein, putative"
539,Tb927.10.14160,26162.0,27963.0,28229.0,38481.0,44338.0,38696.0,38534.0,40128.0,39250.0,Aquaglyceroporin 3
540,Tb927.10.14170,307870.0,323770.0,351930.0,343740.0,368070.0,339180.0,353680.0,335150.0,364160.0,aquaglyceroporin 2
541,Tb927.10.14180,742060.0,776140.0,830700.0,752190.0,786390.0,756750.0,884050.0,868770.0,872780.0,protein transport protein SEC13
542,Tb927.10.14190,186690.0,193310.0,202610.0,173040.0,180610.0,175800.0,181560.0,176080.0,189430.0,"hypothetical protein, conserved"
543,Tb927.10.1420,2491000.0,2680500.0,2713900.0,2550700.0,2530600.0,2485900.0,2715100.0,2730700.0,2678600.0,"metallo-peptidase, Clan MG, Family M24"
544,Tb927.10.14200,653700.0,719620.0,717490.0,696060.0,716560.0,686430.0,694350.0,688510.0,696820.0,syntaxin 5
545,Tb927.10.14210,66896.0,74596.0,67368.0,80646.0,74469.0,79070.0,68125.0,77155.0,69580.0,TFIIH basal transcription factor subunit
546,Tb927.10.14220,462570.0,466500.0,494810.0,437940.0,460040.0,438470.0,435560.0,430370.0,436920.0,"hypothetical protein, conserved"
547,Tb927.10.14240,1205200.0,1248900.0,1317700.0,1125300.0,1180800.0,1125300.0,1193700.0,1151000.0,1178000.0,N-myristoyltransferase
548,Tb927.10.14250,49553.0,55961.0,54347.0,49321.0,47237.0,47240.0,43184.0,45896.0,47761.0,"hypothetical protein, conserved"
549,Tb927.10.14260,104240.0,110680.0,113410.0,119210.0,118770.0,112110.0,111340.0,121260.0,123010.0,"AP-4 complex subunit sigma-1, putative"
550,Tb927.10.14280,226880.0,225950.0,250590.0,225390.0,230400.0,215430.0,229280.0,216990.0,239290.0,mitochondrial carrier protein
551,Tb927.10.1430,870360.0,909750.0,934230.0,797980.0,831850.0,788830.0,834680.0,838280.0,850190.0,"hypothetical protein, conserved"
552,Tb927.10.14300,619310.0,682150.0,680860.0,646150.0,640520.0,631550.0,609030.0,609860.0,607620.0,"MEKK-related kinase 1, putative"
553,Tb927.10.14310,268030.0,284090.0,291610.0,244890.0,249720.0,243240.0,234760.0,240700.0,247350.0,"hypothetical protein, conserved"
554,Tb927.10.14320,1837300.0,1890400.0,1974000.0,1731600.0,1838900.0,1756600.0,1780000.0,1673100.0,1811600.0,Flagellum attachment zone protein 9
555,Tb927.10.14330,2351900.0,2400300.0,2520200.0,2077100.0,2211800.0,2093000.0,2031600.0,1972700.0,2117000.0,"Utp14 protein, putative"
556,Tb927.10.14340,908870.0,969160.0,988200.0,861510.0,897730.0,875910.0,857030.0,887630.0,888200.0,"hypothetical protein, conserved"
557,Tb927.10.14360,292810.0,301310.0,320920.0,278740.0,300460.0,276050.0,288510.0,286750.0,295490.0,U2 small nuclear ribonucleoprotein 40K
558,Tb927.10.14380,1554000.0,1697600.0,1724800.0,1621800.0,1693400.0,1649600.0,1626800.0,1654100.0,1630000.0,"Hsp70 protein, putative"
559,Tb927.10.14390,1186000.0,1193900.0,1314500.0,1189700.0,1227000.0,1179700.0,1212600.0,1143500.0,1242300.0,FACT complex subunit POB3
560,Tb927.10.1440,53364.0,67017.0,57408.0,63597.0,60389.0,62577.0,45208.0,55385.0,47809.0,"hypothetical protein, conserved"
561,Tb927.10.14400,49786.0,58303.0,57189.0,50992.0,51988.0,54723.0,51305.0,52117.0,54986.0,"hypothetical protein, conserved"
562,Tb927.10.14410,137100.0,150980.0,153240.0,125020.0,136780.0,131740.0,119480.0,118110.0,123800.0,"leucine-rich repeat protein (LRRP), putative"
563,Tb927.10.14420,235620.0,242780.0,261100.0,231320.0,247040.0,234200.0,235200.0,238020.0,237360.0,"Serine/threonine-protein kinase NEK16, putative"
564,Tb927.10.14430,515300.0,538770.0,544380.0,459940.0,481300.0,469590.0,496850.0,500100.0,504140.0,"hypothetical protein, conserved"
565,Tb927.10.14460,170170.0,187870.0,194920.0,181200.0,188890.0,176430.0,175690.0,175270.0,189620.0,"leucine-rich repeat protein (LRRP), putative"
566,Tb927.10.14470,2474800.0,2588000.0,2696500.0,2440700.0,2489100.0,2431300.0,2495900.0,2450800.0,2526900.0,intraflagellar transport protein 140
567,Tb927.10.14480,343140.0,337990.0,363770.0,320600.0,335290.0,303760.0,339030.0,315280.0,357760.0,"hypothetical protein, conserved"
568,Tb927.10.14490,1661100.0,1741500.0,1753500.0,1482300.0,1513600.0,1447500.0,1594000.0,1558400.0,1586100.0,"hypothetical protein, conserved"
569,Tb927.10.1450,1929000.0,2040100.0,2097600.0,1704900.0,1718700.0,1645300.0,1753300.0,1733900.0,1780200.0,"plectin, putative"
570,Tb927.10.14500,1071400.0,1114700.0,1177000.0,1083700.0,1087900.0,1061200.0,1106300.0,1091800.0,1145700.0,"hypothetical protein, conserved"
571,Tb927.10.14510,1471900.0,1543400.0,1555700.0,1425200.0,1460400.0,1422100.0,1502000.0,1476500.0,1498100.0,"root hair defective 3 GTP-binding protein (RHD3), putative"
572,Tb927.10.14520,319780.0,322660.0,344370.0,301860.0,320090.0,322060.0,320270.0,302110.0,324270.0,Basal body protein
573,Tb927.10.14530,900600.0,932970.0,983170.0,890960.0,916590.0,892200.0,922820.0,917680.0,934120.0,19S proteasome non-atpase subunit 8
574,Tb927.10.14550,3871400.0,4073600.0,4186000.0,3699500.0,3811200.0,3673700.0,3912200.0,3858200.0,3914800.0,ATP-dependent RNA helicase HEL67
575,Tb927.10.14560,386320.0,420300.0,417330.0,377450.0,392860.0,379720.0,408530.0,414250.0,421950.0,"TPR repeat, putative"
576,Tb927.10.14570,1300100.0,1395800.0,1438200.0,1257000.0,1284200.0,1256900.0,1272700.0,1269300.0,1283400.0,"kinesin motor domain containing protein, putative"
