Gene_acc,Gene_id,Signed_Rank_DM_vs_Plus,FDR_DM_vs_Plus,Signed_Rank_Plus_vs_Minus,FDR_Plus_vs_Minus,Desc
750,Tb927.10.2520,-0.06127770064732577,0.25001999999999996,0.0165262763400919,0.66471,PrimPol-like protein 2
751,Tb927.10.2530,0.04385233393716249,0.81175,-0.10871345853313116,0.39088,"adenylate kinase, putative"
752,Tb927.10.2540,0.03428724412286057,0.78162,-0.016553372898121546,0.85819,"adenylate kinase, putative"
753,Tb927.10.2550,0.03727327487587254,0.77987,-0.04057289469174049,0.83209,malate dehydrogenase-related
754,Tb927.10.2560,0.39417596477203654,0.01633,-0.20162875517721987,0.08595,mitochondrial malate dehydrogenase
755,Tb927.10.2570,0.3987487825843959,0.01583,-0.12831388906200977,0.30628,"lysosomal alpha-mannosidase precursor, putative"
756,Tb927.10.2580,0.19107179302338564,0.34217,0.02675109889394217,0.80912,"Nucleolar protein 12 (25kDa), putative"
757,Tb927.10.260,-0.155342313345451,0.05739,-0.3383945162829666,0.00555,"BolA-like protein, putative"
758,Tb927.10.2610,0.10738304259274577,0.73121,-0.13456343031328463,0.33451,"Domain of unknown function (DUF1935), putative"
759,Tb927.10.2620,-0.022097205924175158,0.44075,0.013242238245293284,0.65172,"CS domain containing protein, putative"
760,Tb927.10.2630,-0.0168472563286021,0.5474,0.07924842961807098,0.3275,"Regulator of Vps4 activity in the MVB pathway, putative"
761,Tb927.10.2640,0.04607373886355857,0.82355,-0.009442077976721105,0.80185,intraflagellar transport protein 81
762,Tb927.10.2650,0.16785959657265562,0.32866999999999996,-0.0188631094396983,0.8717,"hypothetical protein, conserved"
763,Tb927.10.2660,0.032023161953480844,0.84488,0.22354696876156732,0.02065,"hypothetical protein, conserved"
764,Tb927.10.2670,0.4119610160342265,0.0128,0.03305750011061937,0.53295,"hypothetical protein, conserved"
765,Tb927.10.2680,0.12069166814856597,0.54609,0.03930157904384633,0.54043,"pyridine nucleotide-disulphide oxidoreductase, putative"
766,Tb927.10.2690,0.019545499388743358,0.8176399999999999,0.2940142867767138,0.016,"Trafficking protein Mon1, putative"
767,Tb927.10.2700,0.005497758416964044,0.6221899999999999,0.011713049877402562,0.66959,predicted WD40 repeat protein
768,Tb927.10.2720,0.06639955087096291,0.8349700000000001,-0.021844493450424107,0.8739299999999999,"hypothetical protein, conserved"
769,Tb927.10.2730,0.0091127038972595,0.62869,-0.12000440626621264,0.34028,"START domain containing protein, putative"
770,Tb927.10.2750,0.09194384261310573,0.73639,-0.019328169594128315,0.8756700000000001,deoxyhypusine synthase
771,Tb927.10.2760,0.15272494750142332,0.45516,-0.1879555615614232,0.22735999999999998,"ATPase family associated with various cellular activities (AAA), putative"
772,Tb927.10.2770,0.15581755428610028,0.35655,-0.05165031160980521,0.75344,"eukaryotic translation initiation factor 5, putative"
773,Tb927.10.2780,0.059110218845832965,0.8871,-0.050776197526768284,0.81383,DNA-directed RNA polymerase III subunit C1
774,Tb927.10.2790,-0.005870666192603985,0.53579,0.031560590648773576,0.52425,"Conserved oligomeric complex COG6, putative"
775,Tb927.10.280,0.7722972380756489,0.00045,0.6771398693401868,0.0004,cytochrome oxidase subunit VI
776,Tb927.10.2800,0.08622658432202439,0.73639,0.005213937879162769,0.87045,mitochondrial ribosomal protein s6
777,Tb927.10.2810,0.09119814344703323,0.72205,-0.14403230405710485,0.25726,"hypothetical protein, conserved"
778,Tb927.10.2860,-0.02366424078210923,0.4351,0.025864650244481598,0.5816399999999999,POC1 centriolar protein homolog
779,Tb927.10.2880,0.05853854994260244,0.8665799999999999,0.03398732069864027,0.50635,"Voltage-dependent calcium channel subunit, putative"
780,Tb927.10.2890,-0.0676438269555999,0.23431,-0.2554704822313354,0.02953,enolase
781,Tb927.10.290,0.04721537978312426,0.85521,0.0018680737026989986,0.79196,"proteasome alpha 2 subunit, putative"
782,Tb927.10.2900,0.5128830920496974,0.00415,-0.10385047316023363,0.42827,"importin beta-1 subunit, putative"
783,Tb927.10.2910,-0.11990592973613019,0.1017,0.028228337828566572,0.57523,splicing factor PTSR1 interacting protein
784,Tb927.10.2930,-0.06257417779927625,0.24868,-0.08249978403158863,0.55298,"hypothetical protein, conserved"
785,Tb927.10.2940,0.013202836491342655,0.65398,-0.07981573170450422,0.57819,"Soluble NSF attachment protein, SNAP, putative"
786,Tb927.10.2950,0.10647514991170037,0.6289899999999999,0.026434595687721076,0.57033,"hypothetical protein, conserved"
787,Tb927.10.2960,-0.06051558284982194,0.27612,0.04022315629061052,0.48177,"Translation factor GUF1, mitochondrial, putative"
788,Tb927.10.2970,0.20520323942258137,0.21309,0.07395860504723042,0.31067,"hypothetical protein, conserved"
789,Tb927.10.2990,0.013670432088443644,0.65451,-0.05540872380988599,0.7369,nuclear cap binding complex subunit CBP110
790,Tb927.10.3000,0.09783685982068055,0.68261,0.09263715751785963,0.18677,"Orofaciodigital syndrome 1-like protein, putative"
791,Tb927.10.3010,0.01967493891527842,0.68762,-0.06228879752781091,0.67909,"hook complex protein, conserved"
792,Tb927.10.3020,0.25744536600220735,0.0921,-0.001283157586899804,0.74968,"hypothetical protein, conserved"
793,Tb927.10.3030,-0.02238458552923508,0.43476000000000004,0.010524920746107976,0.67067,proteasome regulatory non-ATPase subunit 11
794,Tb927.10.3040,0.30824729943221935,0.04842,-0.0988010907974032,0.46747,succinate dehydrogenase subunit
795,Tb927.10.3070,0.0737972381258679,0.7976300000000001,0.07748838022755723,0.29378000000000004,"hypothetical protein, conserved"
796,Tb927.10.3080,0.056118919084172894,0.8683700000000001,-0.09154886910618104,0.50158,"methionine biosynthetic protein, putative"
797,Tb927.10.3090,0.018628352758765038,0.68156,0.007939458158527464,0.68604,"hypothetical protein, conserved"
798,Tb927.10.310,0.11902183259481497,0.553,-0.08287126845282722,0.56023,pumillio/PUF RNA binding protein 3
799,Tb927.10.3100,0.017245194950829025,0.68178,0.037858804008646725,0.51557,"glycerol-3-phosphate acyltransferase, putative"
800,Tb927.10.3110,0.09635538701700494,0.68774,0.07024123256734773,0.31079,"DNA primase large subunit, putative"
801,Tb927.10.3120,0.01211638322887953,0.64355,0.19032437816863845,0.023540000000000002,"cytochrome c oxidase assembly protein, putative"
802,Tb927.10.3130,0.15652693445898005,0.484,0.15003287410163724,0.07493999999999999,"myotubularin-associated protein, putative"
803,Tb927.10.3140,0.12598916064989873,0.50527,0.07058198335572176,0.51374,Basal body protein
804,Tb927.10.3150,0.14094869219334547,0.43099,-0.11746760527765061,0.40424,"N-acetyltransferase, putative"
805,Tb927.10.3160,0.605586461211071,0.00172,0.03334002514033798,0.5041,"hypothetical protein, conserved"
806,Tb927.10.3170,0.4462540866806013,0.00913,0.002767032140772896,0.7214,"ABC transporter, putative"
807,Tb927.10.3200,0.08131083346167826,0.7835,-0.1792741560053547,0.13558,"U2 splicing auxiliary factor, putative"
808,Tb927.10.3210,-0.022373612767133726,0.43593999999999994,-0.15202514904994255,0.19996,"delta-1-pyrroline-5-carboxylate dehydrogenase, putative"
809,Tb927.10.3230,0.16159906168595772,0.34892,-0.03322010264227364,0.8776,"CMGC/MAPK protein kinase, putative"
810,Tb927.10.3250,0.09300304070137874,0.77044,0.15945422682752838,0.08647,"Mitochondrial SSU ribosomal protein, putative"
811,Tb927.10.3260,-0.04136589214452023,0.35157,-0.13847777305336648,0.26161999999999996,"Long-chain-fatty-acid--CoA ligase 5 (EC 6.2.1.3) (Long-chain acyl-CoA synthetase 5) (LACS 5), putative"
812,Tb927.10.3270,0.3732955679847935,0.0212,0.3980612892933644,0.00207,"hypothetical protein, conserved"
813,Tb927.10.3280,0.2806286418980669,0.06859,0.10064906314254597,0.15527,"60S ribosomal proteins L38, putative"
814,Tb927.10.3290,0.09062524140685425,0.71921,-0.238623385209106,0.04282,"hypothetical protein, conserved"
815,Tb927.10.330,0.07147863035043231,0.8042699999999999,-0.10015247263425174,0.44365,"hypothetical protein, conserved"
816,Tb927.10.3300,0.07553329116798475,0.78943,0.10798556367721818,0.1347,"Domain of unknown function (DUF4206), putative"
817,Tb927.10.3310,0.1553465663340683,0.36277,0.030662943568153515,0.51861,Component of motile flagella 76b
818,Tb927.10.3330,0.018804859629567364,0.68455,0.02727731756938044,0.54042,"DDRGK domain containing protein, putative"
819,Tb927.10.3340,-0.029677256578736905,0.44569,-0.0636923700785849,0.71263,"CMGC/MAPK protein kinase, putative"
820,Tb927.10.3380,0.09563951675856179,0.6946,-0.045720411709790326,0.79381,"60S acidic ribosomal protein P2, putative"
821,Tb927.10.3390,0.08576569028355326,0.73978,0.004044753009338983,0.7147100000000001,predicted TLD domain protein
822,Tb927.10.340,0.13662539709874055,0.58065,0.004827626996466222,0.88734,"mitochondrial structure specific endonuclease I (SSE-1), putative"
823,Tb927.10.3430,0.054152337077042326,0.9085,-0.0047443958006290554,0.81957,"hypothetical protein, conserved"
824,Tb927.10.3470,0.02726523699186613,0.76642,-0.20866483227201021,0.08647,"Ankyrin repeats (3 copies), putative"
825,Tb927.10.3480,0.18329539466862646,0.27685,-0.20783482283640797,0.13404000000000002,"hypothetical protein, conserved"
826,Tb927.10.350,0.1544473709712172,0.37779,0.034695647887101506,0.49577,"protein kinase PK4, putative"
827,Tb927.10.3500,0.11249067964260846,0.5825,-0.07953400460245755,0.56892,splicing factor u2af 65 kda subunit
828,Tb927.10.3510,0.0948051509131681,0.6836300000000001,-0.055488722812214786,0.7432,"tRNA pseudouridine synthase D (TruD), putative"
829,Tb927.10.3520,0.02767866928556586,0.73916,-0.018684689587343827,0.85906,protease regulatory ATPase subunit 4
830,Tb927.10.3540,0.09871865749186787,0.7375,-0.04139090748173918,0.83739,"hypothetical protein, conserved"
831,Tb927.10.3550,0.02367132850881661,0.72044,-0.04660116029957739,0.78638,"DNA repair helicase, putative"
832,Tb927.10.3560,0.0743026698366891,0.8042699999999999,-0.06708803804369426,0.69902,"arginine N-methyltransferase, putative"
833,Tb927.10.3570,0.06755338395992931,0.8234799999999999,-0.042740802630665126,0.7973399999999999,RNA editing exonuclease 2
834,Tb927.10.3580,0.11395402964994635,0.57497,0.05670030752563019,0.36272,"Mitochondrial SSU ribosomal protein, putative"
835,Tb927.10.3590,-0.04345131596820968,0.32926,-0.06118340912612878,0.69609,"hypothetical protein, conserved"
836,Tb927.10.360,0.18875343065527142,0.25108,0.018482436211556673,0.65557,"hypothetical protein, conserved"
837,Tb927.10.3610,0.05660299057320557,0.86775,0.1348151900709698,0.0841,"hypothetical protein, conserved"
838,Tb927.10.3630,-0.09123997359299396,0.16548,0.005329916351079866,0.70648,"hypothetical protein, conserved"
839,Tb927.10.3640,0.07855864063356782,0.97634,0.08008199081917233,0.5987600000000001,"nuclear transmembrane protein, putative"
840,Tb927.10.3650,0.15976529170039785,0.34861,-0.19235325269625522,0.09972,NADH-dependent fumarate reductase
841,Tb927.10.3660,-0.33782950786406263,0.00576,0.03605583498247037,0.50635,aspartate aminotransferase
842,Tb927.10.3670,-0.002256856214462601,0.553,-0.1800044594104261,0.13246,"hypothetical protein, conserved"
843,Tb927.10.3690,0.058759082719282756,0.88666,-0.056601632811566,0.74566,"rRNA dimethyltransferase, putative"
844,Tb927.10.370,0.03606307081318011,0.7780199999999999,-0.07604028343501287,0.71263,"calcineurin B subunit, putative"
845,Tb927.10.3700,-0.04130217015800424,0.34360999999999997,-0.05898154672596387,0.7036899999999999,"AMP-activated protein kinase, gamma regulatory subunit"
846,Tb927.10.3710,0.08570910301910505,0.753,0.0015651090703868197,0.74902,proteasome activator protein PA26
847,Tb927.10.3720,-0.004667306327925315,0.5467,-0.025071067300648658,0.8925200000000001,"hypothetical protein, conserved"
848,Tb927.10.3730,0.08806124526926608,0.74455,-0.015405734822385109,0.8417,"SET domain containing protein, putative"
849,Tb927.10.3740,-0.02380556190343646,0.4497,-0.022820879750073058,0.88295,"hypothetical protein, conserved"
850,Tb927.10.3750,-0.16033776190176693,0.08096,-0.019322401145628842,0.9440700000000001,"Endonuclease/Exonuclease/phosphatase family, putative"
851,Tb927.10.3760,-0.013180341864887169,0.50702,-0.025724693041503252,0.8882899999999999,"vacuolar ATP synthase subunit d, putative"
852,Tb927.10.3770,0.0435205686555092,0.81129,-0.12006326246916162,0.33810999999999997,predicted TPR repeat protein
853,Tb927.10.3780,0.11871891917352995,0.64803,-0.005753919121745002,0.81383,"hypothetical protein, conserved"
854,Tb927.10.3790,0.13826903630654885,0.44075,0.02978541898868078,0.52465,"hypothetical protein, conserved"
855,Tb927.10.380,0.044879627182549155,0.81926,0.06713604602473641,0.31079,kinetoplast ribosomal PPR-repeat containing protein 5
856,Tb927.10.3810,0.08113070037719136,0.76171,-0.019640645960570993,0.86064,Nucleoporin NUP65
857,Tb927.10.3820,0.19345566496234476,0.22754000000000002,0.016818738401278052,0.65172,"hypothetical protein, conserved"
858,Tb927.10.3860,0.23140292730368978,0.12693,0.05285405161024233,0.37761999999999996,"SNF-7-like protein, putative"
859,Tb927.10.3870,0.20080147435265525,0.20596,-0.022759785658360492,0.9001299999999999,"hypothetical protein, conserved"
860,Tb927.10.3880,-0.03147933450927609,0.38576,-0.020237707251804724,0.86385,"hypothetical protein, conserved"
861,Tb927.10.390,-0.06294882655030375,0.24871,-0.06976586750484058,0.6663100000000001,"DUF2407 ubiquitin-like domain containing protein, putative"
862,Tb927.10.3900,0.2080543380366751,0.20347,-0.11200016459301179,0.4201,"CAMK/CAMKL family protein kinase, putative"
863,Tb927.10.3920,0.02752703899117983,0.76953,0.0280405464591755,0.57507,"hypothetical protein, conserved"
864,Tb927.10.3950,-0.04962855623068472,0.2973,-0.0311860664694826,0.8668399999999999,"hypothetical protein, conserved"
865,Tb927.10.3970,-0.021603827697910465,0.43301000000000006,-0.02625154437426381,0.8925299999999999,"hypothetical protein, conserved"
866,Tb927.10.3990,0.14684539923033257,0.5474,-0.04166740936253971,0.9438799999999999,DHH1
867,Tb927.10.4000,0.07846355526558808,0.78162,-0.04512749494592964,0.7886,"methylglutaconyl-CoA hydratase, mitochondrial precursor, putative"
868,Tb927.10.4010,-0.026335153696198245,0.41718999999999995,0.0013906165623309343,0.74079,"hypothetical protein, conserved"
869,Tb927.10.4020,0.19436709148618417,0.22933,-0.07727512232774075,0.85906,"hypothetical protein, conserved"
870,Tb927.10.4030,-0.15050089837754121,0.06738,0.004141219119215609,0.71628,hypothetical protein
871,Tb927.10.4040,-0.13788484904464926,0.07893,-0.1893800040838196,0.13859000000000002,3-keto-dihydrosphingosine reductase
872,Tb927.10.4050,-0.09376752930351043,0.22796,-0.03439695080871754,0.92737,"serine palmitoyltransferase, putative"
873,Tb927.10.4060,0.12744867670931878,0.5221,-0.1427422716051616,0.24056,"Ankyrin repeats (3 copies), putative"
874,Tb927.10.4070,0.18509813568147526,0.26022,-0.008253499838621834,0.79506,"hypothetical protein, conserved"
875,Tb927.10.4080,0.1664103454553968,0.32974000000000003,-0.06951524227616272,0.6611899999999999,"hypothetical protein, conserved"
876,Tb927.10.4100,0.08566369845056027,0.73907,-0.024758533745577585,0.88708,"hypothetical protein, conserved"
877,Tb927.10.4120,0.11685532873862287,0.574,-0.10597343091677744,0.44161999999999996,60S ribosomal protein L30
878,Tb927.10.4130,0.1183776216184816,0.5467,-0.12254248571738877,0.31753000000000003,NADH-ubiquinone oxidoreductase B13 subunit
879,Tb927.10.4170,0.09077876257317066,0.7127,0.060846802348680756,0.32611,"hypothetical protein, conserved"
880,Tb927.10.4180,-0.10919874032729326,0.11855,-0.24346213733277647,0.03685,"TFIIF-stimulated CTD phosphatase, putative"
881,Tb927.10.420,0.15839771779155545,0.35475,-0.006811297692142237,0.78787,Exocyst complex component EXO99
882,Tb927.10.4200,0.04095701883485569,0.79995,0.01898332759363555,0.5987600000000001,"hypothetical protein, conserved"
883,Tb927.10.4220,0.06405502611042665,0.84314,-0.06684157367228663,0.6709,"hypothetical protein, conserved"
884,Tb927.10.4230,0.10053398370657507,0.7840199999999999,-0.15466179125650906,0.21131999999999998,"hypothetical protein, conserved"
885,Tb927.10.4240,0.46276922337415455,0.00785,1.1135209753325508,0.0,"hypothetical protein, conserved"
886,Tb927.10.4250,0.09114726218904744,0.78943,0.004761323403508569,0.72572,"ADP-ribosylation factor-like 2, arl2"
887,Tb927.10.4270,0.059135501258056916,0.86336,-0.04883368343605107,0.7764800000000001,"coatomer subunit zeta, putative"
888,Tb927.10.4280,0.41713567346999697,0.01202,0.8692856008109087,0.0,ubiquinol-cytochrome c reductase complex 14 kda protein
889,Tb927.10.4290,0.06492197461702667,0.84785,0.033148651865215845,0.51151,"hypothetical protein, conserved"
890,Tb927.10.430,0.003979444327679476,0.6176699999999999,-0.13488477519656064,0.31038000000000004,"peroxidase, putative"
891,Tb927.10.4310,0.007696450240729608,0.62051,-0.045993614733374245,0.78787,"prohibitin 2, putative"
892,Tb927.10.4320,0.07592379603897818,0.7835,0.030165744430583095,0.57868,"hypothetical protein, conserved"
893,Tb927.10.4330,0.10473681080730411,0.63002,-0.06850936600500485,0.65561,"2-oxoisovalerate dehydrogenase beta subunit, mitochondrial precursor, putative"
894,Tb927.10.4440,0.017468022915276,0.68998,-0.011885811354172646,0.82757,predicted SAP domain protein
895,Tb927.10.4460,0.11012017793541753,0.7230300000000001,-0.024579037219661395,0.97472,"leucine carboxyl methyltransferase, putative"
896,Tb927.10.4470,-0.05270058870697222,0.31016,-0.15921349813123384,0.19174000000000002,"hypothetical protein, conserved"
897,Tb927.10.4480,0.11691400785210188,0.5596399999999999,-0.08801169044771541,0.52483,"DNA damage repair protein, putative"
898,Tb927.10.4490,0.1799105241593669,0.27949,-0.02192731613551816,0.8756700000000001,"hypothetical protein, conserved"
899,Tb927.10.450,0.07722977737066802,0.77625,0.04897687764859134,0.40775,Component of motile flagella 62
900,Tb927.10.4500,-0.06644707673431353,0.24868,0.10082155608433319,0.22303,cap guanine-N7 methyltransferase
901,Tb927.10.4520,0.054220642952592664,0.86687,-0.03809997967856425,0.84835,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatas, putative"
902,Tb927.10.4540,0.09155326584495156,0.7230300000000001,0.12124557770495921,0.11590999999999999,"ARP2/3 complex subunit, putative"
903,Tb927.10.4550,0.16560570353288545,0.32804,0.2122504441083105,0.0168,"hypothetical protein, conserved"
904,Tb927.10.4570,-0.03582321557508012,0.35777,-0.1221443563308869,0.31576,elongation factor 2
905,Tb927.10.4580,-0.0732781953710389,0.21699000000000002,0.027615823028536282,0.55298,"hypothetical protein, conserved"
906,Tb927.10.460,0.04361987066207568,0.8621,-0.05365577697869592,0.80862,NIMA-related protein kinase
907,Tb927.10.4600,0.10476753658072263,0.65376,-0.030070112613451466,0.8717,predicted SET domain protein
908,Tb927.10.4610,-0.004903659223689451,0.54267,-0.2320037761618134,0.04879,"dolicholphosphate-mannose synthase, putative"
909,Tb927.10.4620,0.15059707125936367,0.38576,0.003979516687995199,0.7460399999999999,"peptidyl-prolyl cis-trans isomerase, putative"
910,Tb927.10.4630,0.2982382323562414,0.053689999999999995,0.11160044988711769,0.1248,"hypothetical protein, conserved"
911,Tb927.10.4640,-0.018314442321615804,0.46121,-0.08086177610220047,0.56991,eukaryotic translation initiation factor 3 subunit l
912,Tb927.10.4660,0.07719926943805412,0.85521,0.038362504957561196,0.58628,"Transcription factor S-II (TFIIS), central domain containing protein, putative"
913,Tb927.10.4680,-0.003645568624718691,0.75334,-0.04499277781389925,0.86192,"Mutt-Nudix-related hydrolase 5, putative"
914,Tb927.10.4690,0.026886776227499024,0.74666,-0.08476992941041002,0.53896,"dynein light chain, putative"
915,Tb927.10.470,-0.035818447022859745,0.35731,-0.09805480093368438,0.46338999999999997,"choline dehydrogenase, putative"
916,Tb927.10.4700,0.030193670778123634,0.74607,-0.08410239474269143,0.53896,"dolicholphosphate-mannose synthase, putative"
917,Tb927.10.4710,0.040062193049246284,0.8005,-0.13298553163654342,0.27412,"proteasome subunit beta type-2, putative"
918,Tb927.10.4720,0.1754671996887246,0.32326,-0.24059556351286282,0.041839999999999995,"Ankyrin repeats (many copies), putative"
919,Tb927.10.4740,0.12010034915339762,0.5412600000000001,0.005652721426630037,0.7501399999999999,"nucleolar RNA-binding protein, putative"
920,Tb927.10.4750,0.31793699762765804,0.22796,-0.0201532605037471,0.99085,"hypothetical protein, conserved"
921,Tb927.10.4760,0.01212714480398917,0.65459,-0.0011497105463469579,0.79097,"Integral membrane protein DUF106, putative"
922,Tb927.10.4770,-0.05091410223912982,0.33537,0.03596656408975773,0.57458,"phosphatidylinositol-4-phosphate 5-kinase, putative"
923,Tb927.10.4780,-0.07751073603360702,0.22923000000000002,0.06509035826392835,0.4479,GPI inositol deacylase precursor
924,Tb927.10.4790,0.03276456318356238,0.77587,0.06625074777978561,0.37122,"hypothetical protein, conserved"
925,Tb927.10.4820,0.06664556985844708,0.85216,-0.03462200869149132,0.8628899999999999,"hypothetical protein, conserved"
926,Tb927.10.4830,0.12603969763988118,0.52577,0.014031459709129829,0.64928,"hypothetical protein, conserved"
927,Tb927.10.4850,-0.007303762032978201,0.52891,-0.08396747525305476,0.55711,"hypothetical protein, conserved"
928,Tb927.10.4860,0.014148351246586966,0.65772,0.09820993974785316,0.15966,"hypothetical protein, conserved"
929,Tb927.10.4870,0.07638573471283189,0.78715,-0.022237487637468443,0.88708,"tRNA-dihydrouridine synthase 2, putative"
930,Tb927.10.4880,0.6665133610115683,0.00107,0.8572815971596092,0.0,"hypothetical protein, conserved"
931,Tb927.10.4890,0.21750583791566136,0.15505,0.05673769654313403,0.40009,"zinc-finger of a C2HC-type, putative"
932,Tb927.10.4900,0.11056569262696775,0.59429,-0.08288267615299427,0.55948,"TPR-repeat-containing chaperone protein DNAJ, putative"
933,Tb927.10.4910,0.07791728397913333,0.7810699999999999,-0.005460210290692448,0.7922100000000001,mitochondrial carrier protein
934,Tb927.10.4920,0.13872808074693052,0.43985,0.022372453478512053,0.5877899999999999,"hypothetical protein, conserved"
935,Tb927.10.4930,0.013885380726265962,0.94442,-0.06546847923060364,0.98444,"protein phosphatase 2C, putative"
936,Tb927.10.4940,0.03989522666337523,0.8176399999999999,0.055279481943808904,0.44828,Nuclear Dbf2-related kinase
937,Tb927.10.4950,0.1220722954853839,0.6000800000000001,0.016050872569171613,0.67884,U2 small nuclear ribonucleoprotein 16.5K
938,Tb927.10.4980,0.18058809409675455,0.2639,0.00901149210256492,0.69871,"ubiquitin-like protein DSK2, putative"
939,Tb927.10.4990,0.06401222540962323,0.84511,0.06429364396958007,0.31228,cdc2-related kinase 3
940,Tb927.10.5000,0.2275708784286326,0.13598,0.0036783036820821234,0.72543,"hypothetical protein, conserved"
941,Tb927.10.5010,0.020791332676615325,0.69188,-0.06455489750204323,0.67278,"Elongation factor G1, mitochondrial, putative"
942,Tb927.10.5020,0.06344463069412684,0.84809,0.020534836469198365,0.5954699999999999,Eukaryotic translation initiation factor 4E type 5
943,Tb927.10.5030,0.18891190607545053,0.26022,-0.2519971509928379,0.04018,"ubiquitin/ribosomal protein S27a, putative"
944,Tb927.10.5040,0.2233010021060591,0.14012,-0.07338759618522227,0.64928,"chaperone protein DnaJ, putative"
945,Tb927.10.5050,0.09209067182645687,0.7336199999999999,-0.3030856235460609,0.016,mitochondrial ATP synthase epsilon chain
946,Tb927.10.5070,0.04804326328760914,0.8333200000000001,0.10108306940187708,0.19351,"ribonuclease H, putative"
947,Tb927.10.5080,-0.030290485349834785,0.50742,-0.07973253331179864,0.69757,GPI transamidase component Tta2
948,Tb927.10.510,-0.02424538327100366,0.44758000000000003,-0.16083000971722525,0.17215999999999998,Present in the outer mitochondrial membrane proteome 19
949,Tb927.10.5110,0.043419295698719725,0.81175,-0.09790602710822956,0.46052,KREPA4
950,Tb927.10.5120,0.24809806228299527,0.12451,-0.2356493080481256,0.05625,KREPA6
951,Tb927.10.5130,0.07512869936788824,0.79035,-0.026836822450715208,0.8821,"Protein C21orf2 homolog, putative"
952,Tb927.10.5140,0.010660978198662404,0.6461399999999999,-0.05984185655991255,0.69265,Mitogen-activated protein kinase 6
953,Tb927.10.5170,-0.015389673239793544,0.48977,0.014272353419674146,0.6681699999999999,"XPC-binding domain containing protein, putative"
954,Tb927.10.520,0.3902834093922991,0.01722,-0.0998231188749089,0.4693,"Mitochondrial ATP synthase subunit, putative"
955,Tb927.10.5200,0.2190148989431628,0.15291,0.0857478806443869,0.20706999999999998,"hypothetical protein, conserved"
956,Tb927.10.5220,0.03274683557870436,0.7643,0.02126960749054038,0.6039,"hypothetical protein, conserved"
957,Tb927.10.5230,0.21150965467687108,0.17906,-0.009722646364399913,0.82235,"ADP-ribosylation factor-like protein 13, putative"
958,Tb927.10.5240,0.16974296055422608,0.30934,-0.0008958665461976252,0.74951,"cAMP binding protein, putative"
959,Tb927.10.5260,0.11467828531144471,0.5923,0.056529509951609255,0.38245999999999997,"C2 domain containing protein, putative"
960,Tb927.10.5270,0.1346139745718416,0.5081,0.0729332360468181,0.42751000000000006,mitogen-activated protein kinase kinase 5
961,Tb927.10.5280,-0.044842275885821695,0.31888,0.015443723843834582,0.63217,"pre-mRNA splicing factor ATP-dependent RNA helicase, putative"
962,Tb927.10.5300,0.0480736381969333,0.85516,-0.017772765637338206,0.87116,"eukaryotic translation initiation factor 6 (eIF-6), putative"
963,Tb927.10.5310,0.03628549578882944,0.7780100000000001,-0.0736181025171455,0.60845,"SNF1-related protein kinases, putative"
964,Tb927.10.5320,0.029487555181808595,0.75952,-0.04524383041034579,0.8115899999999999,RNA editing endoribonuclease
965,Tb927.10.5340,0.3074319667398659,0.04534,0.07850862358707748,0.2485,"40S ribosomal protein S18, putative"
966,Tb927.10.5350,0.13165738097907315,0.47441000000000005,0.0003137440667503049,0.7446699999999999,"dynein heavy chain, putative"
967,Tb927.10.5370,0.10949632936772637,0.60877,-0.011576240018183418,0.8314299999999999,"40S ribosomal protein S10, putative"
968,Tb927.10.5380,0.058401969479394245,0.8692,-0.0991713313386402,0.4631,intraflagellar transport protein 122
969,Tb927.10.5390,-0.033225130414709036,0.41828999999999994,-0.0976198648458669,0.49458,"hypothetical protein, conserved"
970,Tb927.10.540,0.4534063084826379,0.00914,-0.14955980568804064,0.2391,"ATP-dependent RNA helicase SUB2, putative"
971,Tb927.10.5400,0.018829978432925863,0.68774,0.002238472195999453,0.7389399999999999,"hypothetical protein, conserved"
972,Tb927.10.5430,0.11634610793030019,0.57695,0.05829550970081047,0.34981,"Flagellar C1a complex subunit C1a-32, putative"
973,Tb927.10.5440,-0.013113144984315568,0.4995,-0.0011115561048263413,0.7501399999999999,RNA editing endoribonuclease
974,Tb927.10.5450,0.096954860900793,0.67798,-0.055152121799823206,0.72948,ISWI complex protein
975,Tb927.10.5480,0.3293954327684701,0.037489999999999996,0.18031028285334777,0.039439999999999996,"60S ribosomal protein L24, putative"
976,Tb927.10.5500,-0.09983200111284803,0.19767,0.1460023428172646,0.07376,"NADH-ubiquinone oxidoreductase complex I subunit, putative"
977,Tb927.10.5520,-0.03264603596608168,0.39235,-0.12478675706199699,0.31576,"AmmeMemoRadiSam system protein B, putative"
978,Tb927.10.5530,-0.05758374558621253,0.31621,0.09066392626061667,0.21424,"hypothetical protein, conserved"
979,Tb927.10.5540,-0.047982431064368704,0.3908,-0.13639353691422657,0.44843,"hypothetical protein, conserved"
980,Tb927.10.5560,-0.09387823946792857,0.14975,-0.10806622432683757,0.39474000000000004,GPI alpha-mannosyltransferase III
981,Tb927.10.5580,0.14690149047702863,0.7307899999999999,-0.019973642265927228,0.9977299999999999,"hypothetical protein, conserved"
982,Tb927.10.5590,-0.06253858267970326,0.25366,-0.07710034224625258,0.6039,"protein phosphatase 2C, putative"
983,Tb927.10.560,-0.01516463599288519,0.7797,0.09814792228111306,0.71135,"40S ribosomal proteins S11, putative"
