,Gene_acc,Gene_id,Plus1,Plus2,Plus3,Minus1,Minus2,Minus3,Desc
1045,1045,Tb927.10.6380,85863.0,85340.0,83677.0,94077.0,91176.0,102960.0,ring finger containing protein
1046,1046,Tb927.10.640,17578.0,16073.0,17643.0,22608.0,23247.0,22354.0,"arginine N-methyltransferase, type II"
1047,1047,Tb927.10.6410,636320.0,667160.0,641250.0,681490.0,663010.0,687410.0,"DNA mismatch repair protein MSH6, putative"
1048,1048,Tb927.10.6440,790960.0,794970.0,802620.0,883730.0,902520.0,917400.0,phosphomannomutase
1049,1049,Tb927.10.6460,151250.0,164030.0,144180.0,170580.0,143720.0,179020.0,"protein phosphatase 2B, putative"
1050,1050,Tb927.10.6480,382320.0,402730.0,413150.0,386410.0,381170.0,449490.0,"hypothetical protein, conserved"
1051,1051,Tb927.10.6490,792780.0,781120.0,753480.0,799570.0,839780.0,781650.0,"KIAA1430 homologue, putative"
1052,1052,Tb927.10.650,157820.0,170550.0,153490.0,178340.0,164850.0,181550.0,Component of motile flagella 17
1053,1053,Tb927.10.6510,21335000.0,21725000.0,21411000.0,22531000.0,22628000.0,22603000.0,"chaperonin HSP60, mitochondrial precursor"
1054,1054,Tb927.10.6530,237420.0,243410.0,238750.0,250030.0,241110.0,247300.0,"dolichyl-P-Man:GDP-Man5GlcNAc2-PP-dolichyl alpha-1,3-mannosyltransferase, putative"
1055,1055,Tb927.10.6540,218030.0,235530.0,218260.0,240320.0,246360.0,250980.0,"kinetoplastid-specific phospho-protein phosphatase, putative"
1056,1056,Tb927.10.6550,195810.0,197220.0,196600.0,216800.0,217620.0,222130.0,"Poly(ADP-ribose) polymerase and DNA-Ligase Zn-finger region/Zinc-finger (CX5CX6HX5H) motif containing protein, putative |"
1057,1057,Tb927.10.6570,151240.0,164530.0,154480.0,146040.0,140080.0,155690.0,"TPR repeat, putative"
1058,1058,Tb927.10.660,1027400.0,1039400.0,1011900.0,1048300.0,1068500.0,1071300.0,"2-oxoisovalerate dehydrogenase alpha subunit, putative"
1059,1059,Tb927.10.6600,273810.0,277260.0,260000.0,257580.0,258230.0,269430.0,"hypothetical protein, conserved"
1060,1060,Tb927.10.6610,461690.0,460490.0,453730.0,435250.0,431800.0,427040.0,"chaperone protein DnaJ, putative"
1061,1061,Tb927.10.6630,2329400.0,2344900.0,2275100.0,2035700.0,2017400.0,2054200.0,"ATP-dependent RNA helicase DBP2A, putative"
1062,1062,Tb927.10.6640,912980.0,934700.0,936240.0,959560.0,969960.0,960100.0,transmembrane emp24 domain-containing protein
1063,1063,Tb927.10.6650,380040.0,382920.0,368960.0,374490.0,369670.0,366860.0,"G10 protein homologue, putative"
1064,1064,Tb927.10.6670,448480.0,441590.0,443930.0,478050.0,495050.0,465950.0,"dynein light chain, putative"
1065,1065,Tb927.10.6680,1333800.0,1368200.0,1334400.0,1345500.0,1303400.0,1358300.0,member of the NOL1/NOP2/sun family of proteins
1066,1066,Tb927.10.6690,234930.0,236660.0,223540.0,227170.0,220400.0,226430.0,protein tyrosine phosphatase 1
1067,1067,Tb927.10.670,340950.0,333330.0,334300.0,342100.0,352050.0,348730.0,"hypothetical protein, conserved"
1068,1068,Tb927.10.6700,238180.0,241350.0,227450.0,229740.0,242430.0,230360.0,Kinetochore interacting protein 3
1069,1069,Tb927.10.6710,123290.0,131170.0,121420.0,125940.0,126210.0,128430.0,"hypothetical protein, conserved"
1070,1070,Tb927.10.6730,970780.0,1043200.0,930240.0,1227300.0,1125300.0,1205000.0,"Plasma-membrane choline transporter, putative"
1071,1071,Tb927.10.6780,810330.0,843960.0,817050.0,828700.0,814050.0,839390.0,"vacuolar protein sorting-associated protein 45, putative"
1072,1072,Tb927.10.6790,134460.0,149240.0,148590.0,141200.0,133870.0,143420.0,Gamma-tubulin complex component 3-like protein
1073,1073,Tb927.10.680,17869.0,18340.0,14589.0,18997.0,17644.0,17208.0,"Protein of unknown function (DUF971), putative"
1074,1074,Tb927.10.6800,1718100.0,1764400.0,1698400.0,1795100.0,1767500.0,1779600.0,"developmentally regulated GTP-binding protein, putative"
1075,1075,Tb927.10.6810,911130.0,921660.0,902600.0,1071200.0,1057600.0,1079100.0,"guanylate kinase, putative"
1076,1076,Tb927.10.6820,276510.0,281960.0,279110.0,310950.0,316410.0,323400.0,"hypothetical protein, conserved"
1077,1077,Tb927.10.6840,722360.0,771950.0,718510.0,773960.0,729740.0,781530.0,"hypothetical protein, conserved"
1078,1078,Tb927.10.6850,651000.0,658680.0,669500.0,542560.0,569080.0,563090.0,"Mitochondrial ribosomal protein S18, putative"
1079,1079,Tb927.10.6870,72747.0,76554.0,80009.0,79770.0,79129.0,85814.0,"short-chain dehydrogenase, putative"
1080,1080,Tb927.10.6880,3211800.0,3241500.0,3132900.0,3560300.0,3510500.0,3507400.0,"glyceraldehyde 3-phosphate dehydrogenase, cytosolic"
1081,1081,Tb927.10.6950,1656200.0,1666400.0,1624200.0,1855500.0,1846900.0,1874600.0,"sterol 24-c-methyltransferase, putative"
1082,1082,Tb927.10.6960,787760.0,829800.0,784850.0,788010.0,776840.0,812960.0,"hypothetical protein, conserved"
1083,1083,Tb927.10.6970,1291500.0,1339000.0,1286700.0,1370800.0,1342900.0,1403900.0,"serine peptidase, Clan SC, Family S9B"
1084,1084,Tb927.10.6980,207380.0,204990.0,211750.0,197380.0,193300.0,189330.0,"caltractin, putative"
1085,1085,Tb927.10.6990,281450.0,288350.0,297880.0,343260.0,346710.0,341350.0,"hypothetical protein, conserved"
1086,1086,Tb927.10.700,255650.0,261780.0,263750.0,268880.0,276790.0,290780.0,"hypothetical protein, conserved"
1087,1087,Tb927.10.7000,147440.0,146230.0,145880.0,138600.0,139420.0,147450.0,"hypothetical protein, conserved"
1088,1088,Tb927.10.7010,327290.0,339990.0,333190.0,362470.0,371620.0,364060.0,"hypothetical protein, conserved"
1089,1089,Tb927.10.7020,1353800.0,1348700.0,1314300.0,1353000.0,1322300.0,1346300.0,"acid phosphatase, putative"
1090,1090,Tb927.10.7050,286680.0,298750.0,296060.0,329220.0,322960.0,322730.0,"chromatin assembly factor 1 subunit B, putative"
1091,1091,Tb927.10.7060,1356800.0,1418800.0,1377200.0,1434300.0,1407000.0,1478400.0,Nucleoporin NUP96
1092,1092,Tb927.10.7070,20037.0,19385.0,18195.0,19858.0,21742.0,20211.0,small nuclear RNA-activating protein
1093,1093,Tb927.10.7080,185090.0,184460.0,187970.0,188690.0,186960.0,187390.0,"ATP-dependent DEAD/H RNA helicase, putative"
1094,1094,Tb927.10.7090,947500.0,953170.0,934330.0,1103800.0,1097700.0,1103800.0,"Alternative oxidase, mitochondrial"
1095,1095,Tb927.10.710,162990.0,171170.0,164780.0,164550.0,156390.0,166670.0,"hypothetical protein, conserved"
1096,1096,Tb927.10.7100,943760.0,983160.0,900220.0,1120800.0,1060400.0,1119700.0,delta-4 fatty acid desaturase
1097,1097,Tb927.10.7110,1203900.0,1171400.0,1183300.0,1160400.0,1211500.0,1135200.0,Myo-inositol 1-phosphate synthase
1098,1098,Tb927.10.7120,536060.0,550290.0,518820.0,610030.0,606030.0,606480.0,"hypothetical protein, conserved"
1099,1099,Tb927.10.7130,547590.0,574570.0,557060.0,572820.0,566670.0,578540.0,"hypothetical protein, conserved"
1100,1100,Tb927.10.7140,120620.0,131450.0,122430.0,141700.0,146770.0,143770.0,membrane-bound acid phosphatase 2
1101,1101,Tb927.10.7190,1213300.0,1172000.0,1209100.0,1170400.0,1210900.0,1276600.0,"D-tyrosyl-tRNA deacylase, putative"
1102,1102,Tb927.10.720,1391600.0,1441800.0,1398600.0,1430100.0,1415200.0,1467200.0,Flagellum attachment zone protein 24
1103,1103,Tb927.10.7200,1020000.0,1058200.0,1015800.0,1082800.0,1076000.0,1098200.0,"TPR repeat, putative"
1104,1104,Tb927.10.7210,109580.0,113060.0,126610.0,108170.0,113110.0,120320.0,Flagellum attachment zone protein 17
1105,1105,Tb927.10.7230,2886700.0,2953900.0,2900100.0,3047400.0,3058300.0,3086500.0,Flagellar Member 1
1106,1106,Tb927.10.7240,250690.0,300800.0,252720.0,234070.0,238340.0,244870.0,kinetoplastid kinetochore protein 14
1107,1107,Tb927.10.7270,88242.0,108610.0,95609.0,98770.0,86606.0,111650.0,"hypothetical protein, conserved"
1108,1108,Tb927.10.7280,1072300.0,1103600.0,1096800.0,1114100.0,1164700.0,1189900.0,"pre-mRNA splicing factor ATP-dependent RNA helicase, putative"
1109,1109,Tb927.10.7290,1396000.0,1416400.0,1382000.0,1445100.0,1391900.0,1459900.0,Flagellar Member 2
1110,1110,Tb927.10.730,1249700.0,1274800.0,1222800.0,1279400.0,1250600.0,1266600.0,"ATP synthase, putative"
1111,1111,Tb927.10.7310,509990.0,515240.0,506750.0,480500.0,494210.0,477080.0,"terminal uridylyltransferase 3, putative"
1112,1112,Tb927.10.7320,128000.0,126000.0,122250.0,114430.0,114130.0,120490.0,"hypothetical protein, conserved"
1113,1113,Tb927.10.7340,2319800.0,2390600.0,2284100.0,2328800.0,2245500.0,2308500.0,"40S ribosomal protein S24E, putative"
1114,1114,Tb927.10.7350,945920.0,962350.0,940830.0,959790.0,950370.0,982800.0,"hypothetical protein, conserved"
1115,1115,Tb927.10.7380,502800.0,529000.0,508430.0,483310.0,480450.0,489980.0,"LSU ribosomal protein, mitochondrial, putative"
1116,1116,Tb927.10.740,2080100.0,2217600.0,2105400.0,2060900.0,2009800.0,2171400.0,"structural maintenance of chromosome 4, putative"
1117,1117,Tb927.10.7410,9254800.0,9326900.0,9071000.0,10803000.0,10755000.0,10721000.0,"succinyl-CoA ligase [GDP-forming] beta-chain, putative"
1118,1118,Tb927.10.7420,883860.0,870270.0,868420.0,823230.0,834500.0,853320.0,"bromodomain factor 2 protein, putative"
1119,1119,Tb927.10.7430,173890.0,177430.0,165890.0,176160.0,165820.0,178140.0,"GTP-binding protein, putative"
1120,1120,Tb927.10.7440,3559500.0,3731400.0,3545000.0,3876500.0,3678000.0,3824000.0,ATP-dependent RNA helicase MTR4
1121,1121,Tb927.10.7450,280730.0,306600.0,286990.0,274520.0,281480.0,287150.0,Ribosomal RNA processing protein 41A
1122,1122,Tb927.10.7470,304830.0,293460.0,292210.0,297700.0,297300.0,286860.0,"RNA-binding protein, putative"
1123,1123,Tb927.10.7480,132350.0,132910.0,130050.0,138440.0,135870.0,139050.0,"hypothetical protein, conserved"
1124,1124,Tb927.10.7490,922230.0,921110.0,905670.0,949330.0,925900.0,972990.0,"cullin 2, putative"
1125,1125,Tb927.10.750,165050.0,187420.0,161100.0,195890.0,180680.0,195050.0,"hypothetical protein, conserved"
1126,1126,Tb927.10.7500,2019500.0,2095900.0,2010300.0,2085600.0,2037500.0,2085800.0,fibrillarin
1127,1127,Tb927.10.7510,384160.0,403670.0,398600.0,383620.0,369430.0,388090.0,"chromatin binding protein, putative"
1128,1128,Tb927.10.7520,212190.0,228840.0,225820.0,200530.0,202030.0,214610.0,"folylpolyglutamate synthase, putative"
1129,1129,Tb927.10.7540,81381.0,85244.0,78321.0,79606.0,89106.0,87259.0,"VRR-NUC domain containing protein, putative"
1130,1130,Tb927.10.7550,786010.0,809780.0,803140.0,790620.0,799650.0,807910.0,"hypothetical protein, conserved"
1131,1131,Tb927.10.7560,410500.0,424410.0,410840.0,430730.0,430060.0,449850.0,"methyltransferase domain containing protein, putative"
1132,1132,Tb927.10.7570,4635800.0,4730300.0,4485600.0,5058400.0,5058400.0,5010700.0,"dihydrolipoamide acetyltransferase E2 subunit, putative"
1133,1133,Tb927.10.7580,541240.0,580780.0,540820.0,568910.0,557720.0,586500.0,"hypothetical protein, conserved"
1134,1134,Tb927.10.7590,194240.0,200910.0,209770.0,204990.0,195090.0,204970.0,"hypothetical protein, conserved"
1135,1135,Tb927.10.760,483290.0,493580.0,490110.0,469020.0,480940.0,485510.0,"hypothetical protein, conserved"
1136,1136,Tb927.10.7600,420680.0,412510.0,426060.0,398560.0,433880.0,395840.0,"Centrosomal protein POC5, putative"
1137,1137,Tb927.10.7610,1670400.0,1737900.0,1651600.0,1759000.0,1708400.0,1807600.0,"NADH-ubiquinone oxidoreductase complex I subunit, putative"
1138,1138,Tb927.10.7620,1439800.0,1500800.0,1440000.0,1530300.0,1485600.0,1579300.0,"mitochondrial ATP-dependent zinc metallopeptidase, putative"
1139,1139,Tb927.10.7630,785540.0,800910.0,797230.0,887250.0,861360.0,886130.0,transportin2- like protein
1140,1140,Tb927.10.7670,207060.0,210520.0,200830.0,204560.0,205560.0,207170.0,"Protein of unknown function (DUF2962), putative"
1141,1141,Tb927.10.7680,2231100.0,2236700.0,2168800.0,2216400.0,2185100.0,2222000.0,"GTPase activating protein, putative"
1142,1142,Tb927.10.7690,1932900.0,1956300.0,1924100.0,1967600.0,1971400.0,1962000.0,Component of motile flagella 4
1143,1143,Tb927.10.770,1848200.0,1951300.0,1737300.0,1967200.0,1801600.0,2011100.0,"RF-1 domain containing protein, putative"
1144,1144,Tb927.10.7700,1518700.0,1561900.0,1509500.0,1553200.0,1562200.0,1580300.0,ATP-binding cassette protein subfamily G
1145,1145,Tb927.10.7710,650250.0,668930.0,632890.0,589540.0,548280.0,572390.0,"40S ribosomal protein S8, putative"
1146,1146,Tb927.10.7730,591500.0,612490.0,581910.0,603590.0,592370.0,602600.0,"Domain of unknown function (DUF4496), putative"
1147,1147,Tb927.10.7740,885170.0,898150.0,888110.0,891470.0,880670.0,918330.0,protein transport protein SEC23
1148,1148,Tb927.10.7750,353070.0,361310.0,336610.0,343020.0,347780.0,351370.0,"hypothetical protein, conserved"
1149,1149,Tb927.10.7760,182160.0,187560.0,178990.0,188850.0,186990.0,180830.0,"hypothetical protein, conserved"
1150,1150,Tb927.10.7780,210470.0,222590.0,200330.0,220250.0,215010.0,223540.0,Mitogen-activated protein kinase KFR1
1151,1151,Tb927.10.7790,780610.0,787840.0,741110.0,772500.0,749380.0,744680.0,"ubiquitin fusion degradation protein, putative"
1152,1152,Tb927.10.7800,318870.0,348980.0,347960.0,328550.0,324080.0,331480.0,"cop9 signalosome complex subunit, putative"
1153,1153,Tb927.10.7810,529710.0,567630.0,681490.0,657750.0,580200.0,685000.0,"Pre-rRNA-processing protein ESF1, putative"
1154,1154,Tb927.10.7840,68985.0,65768.0,66236.0,63680.0,68004.0,63528.0,"hypothetical protein, conserved"
1155,1155,Tb927.10.7850,217630.0,233390.0,211140.0,217780.0,208840.0,213650.0,"protein-L-isoaspartate, putative"
1156,1156,Tb927.10.7860,291230.0,308350.0,295720.0,325070.0,329630.0,326920.0,"hypothetical protein, conserved"
1157,1157,Tb927.10.7870,37514.0,37022.0,36646.0,36351.0,39410.0,36021.0,"hypothetical protein, conserved"
1158,1158,Tb927.10.7880,710940.0,777020.0,736240.0,789030.0,738410.0,800200.0,"Sperm tail/Sperm tail C-terminal domain containing protein, putative"
1159,1159,Tb927.10.7890,84170.0,84427.0,83440.0,87804.0,87843.0,98493.0,"hypothetical protein, conserved"
1160,1160,Tb927.10.790,297800.0,310990.0,290700.0,312320.0,288530.0,310260.0,"vesicle-associated membrane protein, putative"
1161,1161,Tb927.10.7910,338010.0,357130.0,323890.0,345700.0,336250.0,358950.0,"RNA editing complex protein, putative"
1162,1162,Tb927.10.7920,284600.0,313780.0,299590.0,286110.0,294660.0,294040.0,"hypothetical protein, conserved"
1163,1163,Tb927.10.7925,199930.0,198800.0,196480.0,224680.0,236940.0,229050.0,hypothetical protein
1164,1164,Tb927.10.7930,3416300.0,3388900.0,3434400.0,3575800.0,3676700.0,3544400.0,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase"
1165,1165,Tb927.10.7940,452690.0,471270.0,461460.0,502620.0,486070.0,501410.0,"methyltransferase, putative"
1166,1166,Tb927.10.7960,97227.0,95036.0,93956.0,88692.0,90784.0,100370.0,"hypothetical protein, conserved"
1167,1167,Tb927.10.7970,230450.0,232490.0,247050.0,210360.0,227530.0,207110.0,"Organic solute transporter Ostalpha, putative"
1168,1168,Tb927.10.7985,63174.0,62629.0,60284.0,50886.0,63368.0,56099.0,hypothetical protein
1169,1169,Tb927.10.7990,985960.0,1012000.0,985240.0,979070.0,967340.0,999140.0,"replication factor C subunit 3, putative"
1170,1170,Tb927.10.800,460610.0,457200.0,445230.0,434550.0,428220.0,438170.0,"hypothetical protein, conserved"
1171,1171,Tb927.10.8000,1312100.0,1356800.0,1296600.0,1282400.0,1294500.0,1338400.0,"hypothetical protein, conserved"
1172,1172,Tb927.10.8010,278620.0,291610.0,281400.0,280230.0,278560.0,289530.0,"hypothetical protein, conserved"
1173,1173,Tb927.10.8020,7557800.0,7779500.0,7442300.0,7783900.0,7549600.0,7743200.0,prolyl endopeptidase
1174,1174,Tb927.10.8030,3441500.0,3514200.0,3359200.0,3478700.0,3411000.0,3490700.0,Mitochondrial ATP synthase subunit 5
1175,1175,Tb927.10.8040,1084900.0,1089700.0,1063700.0,1081600.0,1081500.0,1063400.0,"beta adaptin, putative"
1176,1176,Tb927.10.8050,104820.0,107100.0,109860.0,108140.0,112260.0,114380.0,"TFIIF-stimulated CTD phosphatase, putative"
1177,1177,Tb927.10.8060,922030.0,944300.0,900550.0,941800.0,907490.0,948030.0,"SET domain containing protein, putative"
1178,1178,Tb927.10.8070,275870.0,270410.0,276730.0,274550.0,275740.0,267720.0,"ATPase, putative"
1179,1179,Tb927.10.8080,689370.0,701940.0,688400.0,694490.0,690960.0,686640.0,"Uncharacterized conserved protein (DUF2042), putative"
1180,1180,Tb927.10.8090,128340.0,135020.0,136380.0,139370.0,143730.0,145710.0,"hypothetical protein, conserved"
1181,1181,Tb927.10.810,629220.0,665440.0,634100.0,636670.0,622860.0,658260.0,"Pentatricopeptide repeat protein (PPR), putative"
1182,1182,Tb927.10.8110,264710.0,265010.0,261920.0,260980.0,246330.0,269430.0,"Protein of unknown function (DUF2453), putative"
1183,1183,Tb927.10.8140,248280.0,250210.0,236730.0,238190.0,246920.0,234740.0,"EVE domain containing protein, putative"
1184,1184,Tb927.10.8160,225740.0,224850.0,216500.0,284550.0,288580.0,281500.0,"hypothetical protein, conserved"
1185,1185,Tb927.10.8170,2091700.0,2148500.0,2132200.0,2141200.0,2153900.0,2218600.0,Nucleoporin NUP144
1186,1186,Tb927.10.8180,217410.0,213700.0,219320.0,209320.0,223950.0,206180.0,"hypothetical protein, conserved"
1187,1187,Tb927.10.8190,5530700.0,5626300.0,5499400.0,5797200.0,5763800.0,5708100.0,"T-complex protein 1, theta subunit, putative"
1188,1188,Tb927.10.820,95468.0,100640.0,100330.0,92281.0,91820.0,103840.0,"hypothetical protein, conserved"
1189,1189,Tb927.10.8200,889560.0,925220.0,862810.0,892120.0,855120.0,874600.0,"Ribosomal protein L1p/L10e family, putative"
1190,1190,Tb927.10.8210,411280.0,433930.0,419180.0,435740.0,432550.0,464630.0,KREPA2
1191,1191,Tb927.10.8230,3431100.0,3493300.0,3306300.0,3633700.0,3540600.0,3567700.0,protein disulfide isomerase 2
1192,1192,Tb927.10.8240,1171800.0,1154900.0,1139400.0,1080600.0,1090100.0,1092700.0,"hypothetical protein, conserved"
1193,1193,Tb927.10.8270,5049100.0,5139100.0,5117500.0,5458400.0,5404900.0,5396500.0,eukaryotic translation initiation factor 3 subunit c
1194,1194,Tb927.10.8280,41289.0,37575.0,46727.0,34215.0,40540.0,39656.0,U1A small nuclear ribonucleoprotein
1195,1195,Tb927.10.830,1032100.0,1076500.0,1030500.0,1106300.0,1056800.0,1131500.0,"adenylate kinase, putative"
1196,1196,Tb927.10.8310,158070.0,160360.0,159610.0,149250.0,152880.0,158420.0,histone acetyltransferase
1197,1197,Tb927.10.8320,362830.0,361000.0,366230.0,201140.0,207690.0,212780.0,"cytochrome oxidase subunit IX, putative"
1198,1198,Tb927.10.8330,376030.0,366610.0,371630.0,347700.0,370170.0,368110.0,"S. cerevisiae PSP1 homologue, putative"
1199,1199,Tb927.10.8360,1057300.0,1076100.0,1035300.0,1212100.0,1189500.0,1214300.0,Poly(A)-specific ribonuclease PARN-2
1200,1200,Tb927.10.8390,90613.0,111630.0,97461.0,104250.0,92095.0,110930.0,"Concanavalin A-like lectin/glucanases superfamily/SPRY domain/HECT-domain (ubiquitin-transferase), putative"
1201,1201,Tb927.10.840,1616000.0,1602300.0,1590300.0,1624300.0,1623500.0,1631900.0,Flagellum attachment zone protein 6
1202,1202,Tb927.10.8400,23466.0,21988.0,22719.0,18182.0,18445.0,19223.0,"legume-like lectin, putative"
1203,1203,Tb927.10.8410,640620.0,647850.0,610870.0,655890.0,638020.0,648350.0,"hypothetical protein, conserved"
1204,1204,Tb927.10.8420,870590.0,907850.0,871320.0,870070.0,861460.0,898000.0,Phosphatidylinositol 3-kinase tor1
1205,1205,Tb927.10.8430,3100500.0,3163300.0,3117900.0,3504400.0,3543700.0,3502000.0,"40S ribosomal protein S12, putative"
1206,1206,Tb927.10.8450,245330.0,254010.0,239990.0,328810.0,331960.0,328320.0,glucose transporter 1E
1207,1207,Tb927.10.850,958830.0,980360.0,907070.0,936600.0,936930.0,946710.0,"hook complex protein, conserved"
1208,1208,Tb927.10.8530,953930.0,1009000.0,939770.0,1644700.0,1548400.0,1624100.0,glucose transporter 2A
1209,1209,Tb927.10.8540,1905600.0,1909700.0,1868500.0,1872200.0,1865700.0,1853100.0,"chaperone protein DnaJ, putative"
1210,1210,Tb927.10.8560,62816.0,69908.0,64063.0,69224.0,69293.0,68431.0,"small GTPase, putative"
1211,1211,Tb927.10.8590,494900.0,512360.0,491740.0,505180.0,510400.0,519260.0,flagellum transition zone component
1212,1212,Tb927.10.8600,301700.0,334310.0,323200.0,300460.0,306780.0,304760.0,"Vps54-like protein, putative"
1213,1213,Tb927.10.8610,363950.0,366650.0,375000.0,361390.0,363550.0,370220.0,"hypothetical protein, conserved"
1214,1214,Tb927.10.8620,520970.0,543040.0,530850.0,545380.0,521580.0,533500.0,"hypothetical protein, conserved"
1215,1215,Tb927.10.8630,651510.0,676230.0,661890.0,736960.0,731040.0,741560.0,"Sucrase/ferredoxin-like, putative"
1216,1216,Tb927.10.8640,863410.0,883280.0,840930.0,1039000.0,980400.0,1032500.0,"Galactose oxidase, central domain containing protein, putative"
1217,1217,Tb927.10.8650,1253000.0,1231000.0,1214000.0,1300700.0,1310800.0,1286500.0,"ran binding protein, putative"
1218,1218,Tb927.10.8660,183590.0,183040.0,181910.0,192190.0,194930.0,203120.0,"Fis1 C-terminal tetratricopeptide repeat, putative"
1219,1219,Tb927.10.8670,51463.0,52237.0,48632.0,54013.0,52544.0,55290.0,"hypothetical protein, conserved"
1220,1220,Tb927.10.8690,277700.0,274520.0,273780.0,301670.0,301530.0,303960.0,"TIGR00269 family protein, putative"
1221,1221,Tb927.10.8710,247700.0,258650.0,250160.0,246350.0,236300.0,248100.0,centrin-3
1222,1222,Tb927.10.8720,1182300.0,1192700.0,1187400.0,1350300.0,1315000.0,1339300.0,"CCR4-NOT transcription complex subunit 10, putative"
1223,1223,Tb927.10.8730,983380.0,997850.0,973710.0,1065600.0,1084500.0,1079400.0,"ABC1 family, putative"
1224,1224,Tb927.10.8770,339430.0,360040.0,336490.0,344800.0,342420.0,349750.0,"disgorgin, putative"
1225,1225,Tb927.10.8780,2729100.0,2863300.0,2762700.0,2818200.0,2752200.0,2910900.0,"AAA domain containing protein, putative"
1226,1226,Tb927.10.8790,209610.0,208040.0,199620.0,214140.0,219660.0,215730.0,"OTU-like cysteine protease, putative"
1227,1227,Tb927.10.880,425870.0,429430.0,419010.0,435060.0,421740.0,432470.0,thymidine kinase
1228,1228,Tb927.10.8820,1004300.0,1032900.0,1015100.0,987870.0,989590.0,1030900.0,"hook complex protein, conserved"
1229,1229,Tb927.10.8830,277610.0,288050.0,282820.0,305920.0,294100.0,310030.0,Flagellum attachment zone protein 5
1230,1230,Tb927.10.8840,22512.0,24603.0,21833.0,19696.0,20011.0,19816.0,SUMO-interacting motif-containing protein
1231,1231,Tb927.10.8850,376360.0,381700.0,369690.0,391110.0,413360.0,407700.0,"A distinct subfamily of CDD/CDA-like deaminases, putative"
1232,1232,Tb927.10.8870,568220.0,561650.0,558760.0,526750.0,519650.0,524860.0,"Myosin-like coiled-coil protein, putative"
1233,1233,Tb927.10.8880,849180.0,897950.0,850000.0,919580.0,900790.0,931000.0,RNA interference factor 4
1234,1234,Tb927.10.8890,680460.0,686370.0,652710.0,663340.0,644710.0,642700.0,"kinetoplast DNA-associated protein, putative"
1235,1235,Tb927.10.890,49911.0,55520.0,52559.0,51376.0,49961.0,51523.0,"kinesin, putative"
1236,1236,Tb927.10.8910,1028700.0,1029900.0,1034600.0,987290.0,1037200.0,987180.0,Nucleoporin NUP181
1237,1237,Tb927.10.8920,614250.0,643470.0,618610.0,737120.0,724610.0,744450.0,"ras-like small GTPase, putative"
1238,1238,Tb927.10.8930,800920.0,809090.0,792990.0,816590.0,819150.0,811920.0,"paraflagellar rod component, putative"
1239,1239,Tb927.10.8940,6458300.0,6807300.0,6494400.0,7366000.0,7216000.0,7441300.0,"flagellum targeting protein kharon1, putative"
1240,1240,Tb927.10.8950,1290000.0,1217700.0,1235500.0,1156600.0,1203300.0,1157900.0,kinetoplast-associated protein 4 isoform 1
1241,1241,Tb927.10.8960,440620.0,486240.0,457650.0,431200.0,460330.0,430400.0,"hypothetical protein, conserved"
1242,1242,Tb927.10.8980,899210.0,947930.0,888690.0,910910.0,871880.0,901230.0,"hypothetical protein, conserved"
1243,1243,Tb927.10.8990,205470.0,197410.0,203020.0,194420.0,200570.0,202680.0,"hypothetical protein, conserved"
1244,1244,Tb927.10.900,96591.0,99339.0,112010.0,96241.0,97482.0,99471.0,"hypothetical protein, conserved"
1245,1245,Tb927.10.9000,677720.0,707430.0,694350.0,694990.0,700520.0,722550.0,Mitochondrial processome subunit 2
1246,1246,Tb927.10.9020,971390.0,979730.0,969630.0,934730.0,951490.0,934070.0,"Gcd10p family, putative"
1247,1247,Tb927.10.9025,219850.0,219550.0,222810.0,222180.0,236970.0,229830.0,hypothetical protein
1248,1248,Tb927.10.9040,386310.0,396470.0,385710.0,434540.0,433430.0,444030.0,"hypothetical protein, conserved"
1249,1249,Tb927.10.9050,1753600.0,1815300.0,1761700.0,1753600.0,1739000.0,1765500.0,"pseudouridine synthase TruD, putative"
1250,1250,Tb927.10.9060,63671.0,62830.0,63379.0,62371.0,57547.0,55199.0,"hypothetical protein, conserved"
1251,1251,Tb927.10.9070,213990.0,225060.0,220710.0,220820.0,216400.0,232120.0,"hypothetical protein, conserved"
1252,1252,Tb927.10.9080,1509700.0,1570000.0,1475600.0,1151000.0,1117100.0,1174400.0,"pteridine transporter, putative"
1253,1253,Tb927.10.9090,132140.0,140440.0,137210.0,154440.0,150040.0,151410.0,"Cullin binding, putative"
1254,1254,Tb927.10.910,71871.0,73994.0,68643.0,67912.0,67723.0,68517.0,DNA repair and recombination helicase protein PIF6
1255,1255,Tb927.10.9100,257020.0,267980.0,262610.0,270880.0,267880.0,274000.0,"hypothetical protein, conserved"
1256,1256,Tb927.10.9120,197790.0,203620.0,195050.0,201450.0,194440.0,212950.0,"hypothetical protein, conserved"
1257,1257,Tb927.10.9130,657570.0,675910.0,663250.0,691370.0,693240.0,691510.0,"pre-mRNA splicing factor ATP-dependent RNA helicase, putative"
1258,1258,Tb927.10.9140,239950.0,245040.0,240200.0,234410.0,243350.0,244220.0,"FAD dependent oxidoreductase, putative"
1259,1259,Tb927.10.9150,447800.0,465140.0,445640.0,470620.0,473700.0,485920.0,"hypothetical protein, conserved"
1260,1260,Tb927.10.9160,432730.0,453610.0,417620.0,446150.0,428700.0,457710.0,"Cyclin 12, L-type"
1261,1261,Tb927.10.9190,0.0,0.0,0.0,0.0,0.0,0.0,"isoleucyl-tRNA synthetase, putative"
