Gene_acc,Gene_id,DM1,DM2,DM3,Plus1,Plus2,Plus3,Desc
1686,Tb927.11.14270,328650.0,345380.0,360400.0,310690.0,325030.0,311490.0,"STE group serine/threonine-protein kinase, putative"
1687,Tb927.11.14280,418890.0,436330.0,446340.0,466680.0,499040.0,475090.0,"septum formation protein MAF homologue, putative"
1688,Tb927.11.14290,724870.0,755130.0,816700.0,733680.0,767780.0,730510.0,"vacuolar sorting protein, putative"
1689,Tb927.11.1430,5438600.0,5721600.0,5820900.0,4313300.0,4423600.0,4320700.0,Component of motile flagella 2
1690,Tb927.11.14300,1476600.0,1526100.0,1573700.0,1402600.0,1441900.0,1393100.0,"Dynein intermediate chain, axonemal"
1691,Tb927.11.14310,361330.0,383960.0,373740.0,401620.0,378700.0,386500.0,small nuclear ribonucleoprotein Sm-G
1692,Tb927.11.14330,1516000.0,1611700.0,1672400.0,1446600.0,1506300.0,1418400.0,"HECT-domain (ubiquitin-transferase), putative"
1693,Tb927.11.14340,648980.0,681710.0,710020.0,707520.0,728660.0,692140.0,exportin 1
1694,Tb927.11.14360,275500.0,271320.0,293560.0,263890.0,270430.0,264580.0,mitochondrial carrier protein
1695,Tb927.11.14380,733540.0,773420.0,794980.0,756330.0,776580.0,751480.0,kinetoplast polyadenylation/uridylation factor 2
1696,Tb927.11.14390,322630.0,341370.0,354870.0,330120.0,341550.0,318430.0,"hypothetical protein, conserved"
1697,Tb927.11.1440,182360.0,200950.0,205830.0,232490.0,241990.0,230880.0,"hypothetical protein, conserved"
1698,Tb927.11.14410,180440.0,194680.0,204050.0,174120.0,184790.0,167930.0,"Ankyrin repeats (3 copies), putative"
1699,Tb927.11.14430,550820.0,575610.0,608910.0,527740.0,545320.0,520040.0,proteasome regulatory non-ATP-ase subunit
1700,Tb927.11.14440,240250.0,253280.0,255280.0,228860.0,230360.0,228220.0,"Pentatricopeptide repeat protein (PPR), putative"
1701,Tb927.11.14450,686430.0,750920.0,716020.0,649410.0,636800.0,619830.0,"hypothetical protein, conserved"
1702,Tb927.11.14460,679890.0,739080.0,723760.0,705640.0,697190.0,705110.0,"ADP-ribosylation factor GTPase activating protein 1, putative"
1703,Tb927.11.14470,314280.0,335980.0,335500.0,319260.0,332460.0,323260.0,Bardet-Biedl syndrome 9 protein
1704,Tb927.11.14480,21738.0,22096.0,23871.0,23242.0,24560.0,23813.0,"ubiquitin carboxyl-terminal hydrolase, putative"
1705,Tb927.11.14490,360690.0,352680.0,385580.0,336550.0,371520.0,327780.0,"RNA polymerase subunit, putative"
1706,Tb927.11.1450,8987600.0,9220800.0,9789100.0,8686100.0,8993000.0,8560200.0,"2-oxoglutarate dehydrogenase E1 component, putative"
1707,Tb927.11.14520,267100.0,305500.0,286440.0,278400.0,279920.0,287560.0,Polypeptide deformylase 1
1708,Tb927.11.14560,1511100.0,1626800.0,1622800.0,1634800.0,1673400.0,1640500.0,"Cleavage and polyadenylation specificity factor CPSF160, putative"
1709,Tb927.11.14570,226810.0,244240.0,253490.0,290430.0,293140.0,292910.0,"LicD family, putative"
1710,Tb927.11.14580,901220.0,910130.0,979400.0,912710.0,934900.0,894920.0,Bifunctional Monophosphate RNA Kinase/RNA guanylyltransferase
1711,Tb927.11.14590,1765100.0,1831200.0,1953800.0,1880200.0,1961600.0,1872200.0,G5-interacting protein
1712,Tb927.11.14650,520430.0,525290.0,567150.0,533680.0,549940.0,516250.0,SUMO-interacting motif-containing protein
1713,Tb927.11.14660,150740.0,189070.0,169880.0,167890.0,180160.0,151860.0,"hypothetical protein, conserved"
1714,Tb927.11.14670,107390.0,110050.0,119230.0,93155.0,101460.0,96939.0,"hypothetical protein, conserved"
1715,Tb927.11.14680,536360.0,575210.0,597050.0,595110.0,608000.0,586540.0,"phosphatidylinositol 3-related kinase, putative"
1716,Tb927.11.14690,523180.0,554480.0,565480.0,471490.0,466990.0,467080.0,"Microtubule-binding protein MIP-T3, putative"
1717,Tb927.11.14700,587380.0,617670.0,630590.0,597740.0,608400.0,579660.0,"hypothetical protein, conserved"
1718,Tb927.11.14710,159250.0,175890.0,178400.0,164180.0,172430.0,168830.0,"rRNA processing, putative"
1719,Tb927.11.14730,2480800.0,2565000.0,2656700.0,1969800.0,2010800.0,1955500.0,"Metalloprotease M41 FtsH, putative"
1720,Tb927.11.14750,859310.0,868950.0,918960.0,815610.0,858130.0,778500.0,"PSP1 C-terminal conserved region, putative"
1721,Tb927.11.14760,88214.0,91480.0,100030.0,75987.0,83013.0,78849.0,"Clustered mitochondria/Translation initiation factor eIF3 subunit 135, putative"
1722,Tb927.11.14770,157690.0,165970.0,176530.0,160510.0,162840.0,163060.0,"hypothetical protein, conserved"
1723,Tb927.11.14780,2262800.0,2346600.0,2478300.0,2389400.0,2436900.0,2341600.0,phosphomannose isomerase
1724,Tb927.11.1480,1204100.0,1286900.0,1322600.0,1396100.0,1428800.0,1391000.0,"receptor-type adenylate cyclase GRESAG 4, putative"
1725,Tb927.11.14820,45566.0,51007.0,49561.0,59135.0,60972.0,57386.0,"hypothetical protein, conserved"
1726,Tb927.11.14850,64996.0,65918.0,69449.0,60267.0,63982.0,63194.0,"hypothetical protein, conserved"
1727,Tb927.11.14870,325900.0,329940.0,358020.0,349730.0,373200.0,343490.0,"NAD+ synthase, putative"
1728,Tb927.11.14880,1677500.0,1765800.0,1817800.0,1680900.0,1729000.0,1673300.0,"Paraflagellar Rod Proteome Component 9, putative"
1729,Tb927.11.14890,751730.0,728300.0,822500.0,682010.0,763860.0,668070.0,"DNA polymerase alpha/epsilon subunit B, putative"
1730,Tb927.11.14900,776650.0,826500.0,866170.0,807350.0,829060.0,794350.0,coatomer subunit epsilon
1731,Tb927.11.14910,638440.0,671770.0,713230.0,725730.0,739100.0,721840.0,"protein phosphatase 2C, putative"
1732,Tb927.11.14920,651730.0,700080.0,701640.0,683940.0,711850.0,706970.0,"hypothetical protein, conserved"
1733,Tb927.11.14940,54806.0,64400.0,64261.0,62001.0,61071.0,62126.0,"hypothetical protein, conserved"
1734,Tb927.11.14950,525250.0,566190.0,593060.0,557610.0,549270.0,559380.0,zinc finger protein 2
1735,Tb927.11.14960,2699100.0,2845200.0,2928100.0,2580300.0,2629300.0,2533700.0,"pumilio/PUF RNA binding protein 7, putative"
1736,Tb927.11.14970,1554500.0,1624000.0,1687300.0,1564200.0,1610400.0,1549800.0,"hypothetical protein, conserved"
1737,Tb927.11.14980,572580.0,602930.0,645340.0,620280.0,629260.0,598720.0,mitochondrial ribosomal protein L38
1738,Tb927.11.14990,364610.0,382630.0,402980.0,401500.0,411130.0,395910.0,"hypothetical protein, conserved"
1739,Tb927.11.15000,314590.0,305360.0,330780.0,297800.0,322340.0,294280.0,survival of motor neuron (SMN)-like protein
1740,Tb927.11.15010,510490.0,547230.0,539060.0,497800.0,515890.0,485560.0,"Serine/threonine-protein kinase NEK21, putative"
1741,Tb927.11.15020,1149900.0,1229200.0,1255700.0,1214700.0,1235000.0,1224400.0,iron superoxide dismutase
1742,Tb927.11.15030,528380.0,564260.0,565030.0,533870.0,514700.0,493200.0,small GTPase
1743,Tb927.11.15040,2808400.0,2866400.0,2990200.0,2693700.0,2742800.0,2626900.0,"Chaperonin HSP60, mitochondrial"
1744,Tb927.11.15050,83229.0,80788.0,88970.0,75361.0,84757.0,79204.0,"Cation efflux family, putative"
1745,Tb927.11.15070,950430.0,999080.0,1037000.0,1031100.0,1082100.0,1040900.0,Basal body protein
1746,Tb927.11.15100,1566300.0,1643200.0,1675500.0,1678200.0,1758800.0,1645300.0,Tb5.20
1747,Tb927.11.15110,171370.0,171170.0,179510.0,176250.0,189990.0,175930.0,"Vitamin B6 photo-protection and homoeostasis, putative"
1748,Tb927.11.15120,573740.0,617140.0,620940.0,607880.0,607430.0,586290.0,"hypothetical protein, conserved"
1749,Tb927.11.15130,751090.0,787110.0,821650.0,743420.0,771910.0,742370.0,"DnaJ homolog, putative"
1750,Tb927.11.15140,681210.0,704370.0,748370.0,770340.0,809180.0,765240.0,"bilobe region protein, putative"
1751,Tb927.11.15150,1483100.0,1590600.0,1626900.0,1432500.0,1474900.0,1425400.0,"1-acyl-sn-glycerol-3-phosphate acyltransferase, putative"
1752,Tb927.11.15170,87454.0,97170.0,96704.0,101740.0,105890.0,116030.0,"ribosome biogenesis protein TSR3, putative"
1753,Tb927.11.15180,529960.0,549960.0,571960.0,478330.0,495540.0,469170.0,"hypothetical protein, conserved"
1754,Tb927.11.15190,816670.0,842080.0,872900.0,739630.0,785830.0,736890.0,"Domain of unknown function (DUF4200), putative"
1755,Tb927.11.15210,457030.0,480580.0,475490.0,450360.0,454220.0,443190.0,"TLR4 regulator and MIR-interacting MSAP, putative"
1756,Tb927.11.15220,310610.0,330260.0,347750.0,308020.0,326450.0,320570.0,"hypothetical protein, conserved"
1757,Tb927.11.15230,1212400.0,1259000.0,1336800.0,1250500.0,1342100.0,1281300.0,"cytosolic coat protein, putative"
1758,Tb927.11.15240,906960.0,989950.0,1019000.0,1027700.0,1022500.0,1009400.0,"Ras-related protein RAB2B, putative"
1759,Tb927.11.15250,528080.0,534060.0,576240.0,522810.0,532780.0,500620.0,"hypothetical protein, conserved"
1760,Tb927.11.15270,321950.0,332230.0,347560.0,303530.0,325300.0,308590.0,"phosphopantetheine adenylyltransferase, putative"
1761,Tb927.11.15280,7528.8,10094.0,9779.1,8258.4,10610.0,9478.0,tRNA-sepcific adenosine deaminase
1762,Tb927.11.15290,154180.0,150770.0,155230.0,148740.0,160200.0,154090.0,"eRF1 methyltransferase catalytic subunit, putative"
1763,Tb927.11.15300,7078.8,11637.0,11202.0,10402.0,12737.0,11576.0,"hypothetical protein, conserved"
1764,Tb927.11.15310,170780.0,176160.0,175100.0,159120.0,175710.0,168890.0,"hypothetical protein, conserved"
1765,Tb927.11.15320,239430.0,250760.0,256790.0,297520.0,318150.0,305530.0,hypothetical protein
1766,Tb927.11.15330,11960.0,13500.0,12952.0,11286.0,15526.0,13495.0,"phosphatidylinositol 3-kinase catalytic subunit, putative"
1767,Tb927.11.15350,476690.0,512000.0,514410.0,516190.0,530240.0,524010.0,"RNA-binding protein, putative"
1768,Tb927.11.15370,5079300.0,5426800.0,5566800.0,5244100.0,5359200.0,5285200.0,"Importin subunit beta-4, putative"
1769,Tb927.11.1540,1221200.0,1309100.0,1335800.0,1354400.0,1371600.0,1357700.0,isovaleryl-CoA dehydrogenase
1770,Tb927.11.15400,502700.0,521850.0,552040.0,473730.0,476470.0,469160.0,"synaptobrevin, putative"
1771,Tb927.11.15420,1238200.0,1221400.0,1334600.0,1187300.0,1240800.0,1175000.0,eukaryotic translation initiation factor 3 subunit k
1772,Tb927.11.15430,883480.0,944510.0,973140.0,955540.0,1006900.0,974590.0,"U5 small nuclear ribonucleoprotein component, putative"
1773,Tb927.11.15440,216930.0,230700.0,237090.0,157830.0,173720.0,163080.0,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit, putative"
1774,Tb927.11.15450,1095500.0,1180700.0,1228000.0,1199900.0,1212400.0,1179400.0,Basal body protein
1775,Tb927.11.15460,813780.0,871190.0,903430.0,808880.0,827580.0,807680.0,"ATP-dependent DEAD/H RNA helicase, putative"
1776,Tb927.11.15470,397120.0,400910.0,426120.0,448090.0,474140.0,452330.0,methionyl-tRNA formyltransferase
1777,Tb927.11.15480,1315500.0,1506300.0,1433800.0,1452100.0,1387300.0,1440700.0,"heat shock protein Hsp20, putative"
1778,Tb927.11.15490,414920.0,445560.0,452050.0,439600.0,441210.0,434180.0,"Tb-291 membrane associated protein, putative"
1779,Tb927.11.1550,675130.0,660320.0,731520.0,654420.0,693280.0,632680.0,"XRN 5-3 exonuclease N-terminus, putative"
1780,Tb927.11.15500,167010.0,169320.0,180400.0,177530.0,185250.0,166830.0,"LSU ribosomal protein, mitochondrial, putative"
1781,Tb927.11.15520,145590.0,155010.0,161820.0,141780.0,148060.0,163500.0,"hypothetical protein, conserved"
1782,Tb927.11.15530,455990.0,516490.0,485060.0,555890.0,530200.0,518660.0,"C-14 sterol reductase, putative"
1783,Tb927.11.15550,664150.0,694900.0,744100.0,694680.0,716170.0,697380.0,"NADH-cytochrome b5 reductase, putative"
1784,Tb927.11.15560,374780.0,409670.0,425540.0,362510.0,373620.0,363300.0,Nucleoporin NUP53a
1785,Tb927.11.15580,482360.0,585760.0,518870.0,501930.0,503720.0,470430.0,TFIIF-like transcription factor subunit 2
1786,Tb927.11.15590,574030.0,620900.0,621430.0,651150.0,644340.0,646860.0,"hypothetical protein, conserved"
1787,Tb927.11.1560,2366800.0,2407500.0,2566200.0,2273800.0,2367100.0,2237200.0,"1,2-Dihydroxy-3-keto-5-methylthiopentene dioxygenase, putative"
1788,Tb927.11.15610,156130.0,152860.0,168830.0,152780.0,170560.0,151810.0,"hypothetical protein, conserved"
1789,Tb927.11.15630,358590.0,377260.0,388490.0,383660.0,387050.0,384590.0,"NOL1/NOP2/sun family, putative"
1790,Tb927.11.15640,1284100.0,1303400.0,1413900.0,1382700.0,1479700.0,1352400.0,mitochondrial RNA binding complex 1 subunit
1791,Tb927.11.15650,643650.0,670500.0,686950.0,682250.0,691650.0,667840.0,terminal uridylyltransferase 4
1792,Tb927.11.15675,12137.0,13814.0,13432.0,14055.0,16305.0,13889.0,hypothetical protein
1793,Tb927.11.15680,699610.0,718420.0,767560.0,681720.0,687880.0,659730.0,"hypothetical protein, conserved"
1794,Tb927.11.15690,788440.0,818050.0,859200.0,876950.0,930240.0,896270.0,"U5 snRNP-associated 102 kDa protein, putative"
1795,Tb927.11.15700,443640.0,470660.0,481940.0,448690.0,444450.0,454440.0,"hypothetical protein, conserved"
1796,Tb927.11.15710,92129.0,103560.0,107170.0,95806.0,101140.0,97853.0,mediator of rna polymerase ii transcription subunit 1
1797,Tb927.11.15730,434720.0,459590.0,499820.0,468750.0,504150.0,473620.0,"cyclic nucleotide-binding domain containing protein, putative"
1798,Tb927.11.15740,32696.0,39144.0,38324.0,40201.0,46720.0,42046.0,"hypothetical protein, conserved"
1799,Tb927.11.15750,1408500.0,1468800.0,1526900.0,1322800.0,1357900.0,1322500.0,"AMP deaminase, putative"
1800,Tb927.11.15760,392910.0,415390.0,418310.0,447640.0,442650.0,422650.0,GPI transamidase subunit Tta1
1801,Tb927.11.15770,260690.0,274470.0,297430.0,270470.0,278550.0,283280.0,"hypothetical protein, conserved"
1802,Tb927.11.15780,49201.0,53065.0,51328.0,36246.0,40845.0,40118.0,"hypothetical protein, conserved"
1803,Tb927.11.15800,781870.0,822150.0,853860.0,769150.0,808760.0,790160.0,Cytokinesis initiation factor 1
1804,Tb927.11.15810,58177.0,64741.0,64607.0,63940.0,69021.0,64036.0,NADH-ubiquinone oxidoreductase B22 subunit
1805,Tb927.11.15820,399880.0,428140.0,440090.0,366370.0,365320.0,357850.0,"iron superoxide dismutase C, mitochondrial"
1806,Tb927.11.15830,554860.0,605420.0,622060.0,559310.0,556130.0,570550.0,"RNA methyltransferase, putative"
1807,Tb927.11.15850,872770.0,970770.0,972500.0,928800.0,920830.0,938300.0,kinteoplast poly(A) polymerase complex 1 subunit
1808,Tb927.11.15860,818900.0,873790.0,903490.0,422850.0,423170.0,451570.0,"L-Lysine transport protein, putative"
1809,Tb927.11.15870,334930.0,333850.0,366620.0,412200.0,429100.0,403950.0,"hypothetical protein, conserved"
1810,Tb927.11.15890,177220.0,177160.0,183160.0,186920.0,201970.0,184680.0,"hypothetical protein, conserved"
1811,Tb927.11.1590,78845.0,85933.0,86035.0,87199.0,92299.0,89099.0,"hypothetical protein, conserved"
1812,Tb927.11.15900,2067600.0,2118300.0,2214400.0,1762100.0,1785800.0,1690400.0,"60S ribosomal protein L27, putative"
1813,Tb927.11.15910,527600.0,561840.0,567730.0,573200.0,571380.0,555430.0,iron superoxide dismutase
1814,Tb927.11.15920,42678.0,46778.0,52238.0,49243.0,45880.0,47454.0,"glutathione peroxidase, putative"
1815,Tb927.11.15930,211470.0,214720.0,238690.0,227330.0,226960.0,228670.0,"Sybindin-like family, putative"
1816,Tb927.11.15940,1346800.0,1426200.0,1489000.0,1379300.0,1390800.0,1365800.0,"hypothetical protein, conserved"
1817,Tb927.11.15950,509140.0,545710.0,554210.0,641770.0,620000.0,620920.0,"amino acid transporter, putative"
1818,Tb927.11.15960,136800.0,141410.0,148460.0,186890.0,187620.0,183190.0,"amino acid transporter, putative"
1819,Tb927.11.15970,373040.0,389200.0,406400.0,354270.0,376190.0,352890.0,"Guanine nucleotide exchange factor in Golgi transport N-terminal/Sec7 domain containing protein, putative"
1820,Tb927.11.15980,32231.0,36924.0,35666.0,32904.0,30525.0,30390.0,"hypothetical protein, conserved"
1821,Tb927.11.15990,1488800.0,1571000.0,1616500.0,1470700.0,1491100.0,1495200.0,Nucleoporin NUP109
1822,Tb927.11.160,262120.0,300000.0,297690.0,312650.0,310310.0,316860.0,"hypothetical protein, conserved"
1823,Tb927.11.1600,189950.0,210300.0,206630.0,192990.0,204940.0,208890.0,"tatD related deoxyribonuclease, putative"
1824,Tb927.11.16010,264440.0,271550.0,275990.0,251930.0,256180.0,252210.0,"hypothetical protein, conserved"
1825,Tb927.11.16020,448440.0,492610.0,480640.0,363920.0,354830.0,376510.0,"RNA-binding protein, putative"
1826,Tb927.11.16030,1262200.0,1305200.0,1384300.0,1266800.0,1322900.0,1236800.0,proteasome regulatory non-ATP-ase subunit 7
1827,Tb927.11.16040,315460.0,318570.0,340160.0,304190.0,321720.0,310140.0,"prefoldin subunit, putative"
1828,Tb927.11.16050,754540.0,829390.0,827530.0,769920.0,775190.0,768520.0,"CS domain/TPR repeat, putative"
1829,Tb927.11.16060,30605.0,31754.0,33106.0,28585.0,30395.0,30116.0,"zinc finger protein, putative"
1830,Tb927.11.16070,33914.0,40594.0,38464.0,40030.0,44101.0,40557.0,TFIIH basal transcription factor subunit
1831,Tb927.11.16080,1535500.0,1603300.0,1642900.0,1426000.0,1470400.0,1386300.0,"Soluble NSF attachment protein, SNAP, putative"
1832,Tb927.11.16090,1571400.0,1678500.0,1704600.0,1386200.0,1403900.0,1382600.0,"Outer dynein arm docking complex protein 2, putative"
1833,Tb927.11.1610,189100.0,197290.0,208800.0,187550.0,191140.0,193280.0,"Exocyst complex component Sec6, putative"
1834,Tb927.11.16100,528860.0,574510.0,585860.0,576280.0,588150.0,583390.0,"ubiquitin carboxyl-terminal hydrolase, putative"
1835,Tb927.11.16110,530310.0,565350.0,572270.0,525700.0,537920.0,533500.0,"integrin alpha chain protein, putative"
1836,Tb927.11.16120,507580.0,543530.0,551580.0,468370.0,490680.0,469210.0,"hypothetical protein, conserved"
1837,Tb927.11.16130,3255600.0,3423600.0,3490900.0,3821800.0,3750700.0,3669000.0,nucleoside diphosphate kinase
1838,Tb927.11.16140,596060.0,638460.0,659590.0,661320.0,690440.0,741330.0,DNA replication licensing factor MCM7
1839,Tb927.11.16150,227250.0,232680.0,238980.0,160740.0,161700.0,158160.0,"tubulin binding cofactor A, putative"
1840,Tb927.11.16160,850360.0,909180.0,946830.0,891440.0,907170.0,909710.0,ATP binding protein-like protein
1841,Tb927.11.16170,65831.0,63404.0,74805.0,65776.0,72801.0,62364.0,"hypothetical protein, conserved"
1842,Tb927.11.1620,879640.0,911890.0,948230.0,804370.0,837420.0,797090.0,"hypothetical protein, conserved"
1843,Tb927.11.16200,1500800.0,1558600.0,1568700.0,704290.0,723380.0,700180.0,cytoskeleton-associated protein 17
1844,Tb927.11.16220,800770.0,836650.0,848240.0,847970.0,848480.0,803850.0,"Cytochrome b-c1 complex subunit, putative"
1845,Tb927.11.16230,729240.0,757350.0,805940.0,698550.0,745470.0,712460.0,"hypothetical protein, conserved"
1846,Tb927.11.1630,577000.0,631030.0,616560.0,572900.0,580460.0,580360.0,"LSU ribosomal protein, mitochondrial, putative"
1847,Tb927.11.16300,59177.0,62088.0,63265.0,62757.0,65989.0,112890.0,"hypothetical protein, conserved"
1848,Tb927.11.16320,155970.0,166710.0,172610.0,137230.0,138550.0,137650.0,"hypothetical protein, conserved"
1849,Tb927.11.16330,283430.0,306860.0,304430.0,301320.0,297870.0,290630.0,"hypothetical protein, conserved"
1850,Tb927.11.16340,673580.0,665640.0,734420.0,684450.0,733110.0,685350.0,"Importin-beta N-terminal domain/HEAT-like repeat, putative"
1851,Tb927.11.16350,123350.0,126630.0,130380.0,127260.0,133930.0,125460.0,"hypothetical protein, conserved"
1852,Tb927.11.16370,97981.0,107450.0,112310.0,97698.0,104220.0,102460.0,"SHQ1 protein, putative"
1853,Tb927.11.16380,132360.0,142020.0,145670.0,157630.0,164200.0,155430.0,"TPR repeat, putative"
1854,Tb927.11.16390,336930.0,362150.0,355320.0,212370.0,219870.0,213370.0,"cyclin dependent kinases regulatory subunit, putative"
1855,Tb927.11.16400,666070.0,679020.0,698670.0,619890.0,608490.0,595490.0,"kinetoplast-associated protein 3, putative"
1856,Tb927.11.16410,233760.0,247480.0,257010.0,213610.0,233260.0,229690.0,"enolase, putative"
1857,Tb927.11.16420,194500.0,211900.0,237050.0,210240.0,216530.0,222440.0,"Methyltransferase TYW3, putative"
1858,Tb927.11.16430,109550.0,110460.0,121240.0,133640.0,137730.0,131080.0,18 kDa ER-associated protein
1859,Tb927.11.16450,118380.0,134500.0,131240.0,124620.0,120110.0,128220.0,"hypothetical protein, conserved"
1860,Tb927.11.16460,200190.0,203570.0,213710.0,204190.0,207910.0,211740.0,"hypothetical protein, conserved"
1861,Tb927.11.16470,321320.0,335710.0,337450.0,354270.0,352710.0,366510.0,SUMO-interacting motif-containing protein
1862,Tb927.11.16480,3037100.0,3204400.0,3266500.0,2694500.0,2709300.0,2645500.0,"enoyl-CoA hydratase/isomerase family protein, putative"
1863,Tb927.11.16490,369500.0,383590.0,414560.0,358150.0,385890.0,366260.0,Methyltransferase-associated protein
1864,Tb927.11.1650,101430.0,109840.0,107100.0,95486.0,95623.0,92124.0,"hypothetical protein, conserved"
1865,Tb927.11.16510,654500.0,678120.0,720750.0,570420.0,560860.0,549440.0,"hypothetical protein, conserved"
1866,Tb927.11.16530,65935.0,70774.0,74192.0,73984.0,78184.0,71596.0,"hypothetical protein, conserved"
1867,Tb927.11.16540,400930.0,393450.0,427770.0,354230.0,383660.0,363870.0,"Roadblock/LC7 domain containing protein, putative"
1868,Tb927.11.16550,808150.0,832100.0,885200.0,763070.0,775510.0,751620.0,"Zinc finger protein, C3H1 type-like"
1869,Tb927.11.16570,79449.0,85815.0,82719.0,73110.0,81232.0,77564.0,"ATP-dependent DEAD/H RNA helicase, putative"
1870,Tb927.11.16575,21090.0,19571.0,25002.0,20234.0,20086.0,21038.0,hypothetical protein
1871,Tb927.11.16580,173810.0,177400.0,182470.0,149920.0,164530.0,160610.0,"hypothetical protein, conserved"
1872,Tb927.11.16590,123660.0,132530.0,137460.0,127290.0,126830.0,129630.0,"RNA-binding protein, putative"
1873,Tb927.11.1660,1017500.0,1051100.0,1104900.0,1014400.0,1039100.0,1035400.0,"vesicular transport protein (CDC48 homologue), putative"
1874,Tb927.11.16600,122740.0,139360.0,133890.0,134780.0,138410.0,141060.0,exosome-associated protein 2
1875,Tb927.11.16610,915800.0,989260.0,1009300.0,830820.0,849500.0,828680.0,"zinc-finger of a C2HC-type, putative"
1876,Tb927.11.16630,194330.0,204600.0,218230.0,208860.0,215070.0,209650.0,"major facilitator superfamily, putative"
1877,Tb927.11.16640,260910.0,271340.0,274190.0,237230.0,263840.0,251190.0,"Uncharacterised protein family UPF0564, putative"
1878,Tb927.11.16660,1701600.0,1832600.0,1879200.0,1663700.0,1695200.0,1685100.0,"Dopey, N-terminal, putative"
1879,Tb927.11.16670,645730.0,653150.0,722990.0,597090.0,629590.0,587180.0,"hypothetical protein, conserved"
1880,Tb927.11.16680,80720.0,86799.0,88361.0,86628.0,87560.0,86555.0,"tRNA pseudouridine synthase D (TruD), putative"
1881,Tb927.11.16690,182830.0,187390.0,198380.0,178030.0,193200.0,181920.0,Voltage-gated Chloride channel Like 3
1882,Tb927.11.1670,1689800.0,1788800.0,1864800.0,1785300.0,1830400.0,1774000.0,cysteine desulfurase
1883,Tb927.11.16700,170180.0,180270.0,177620.0,162180.0,171670.0,199450.0,"hypothetical protein, conserved"
1884,Tb927.11.16710,272640.0,314140.0,299150.0,308770.0,300430.0,311480.0,"hypothetical protein, conserved"
1885,Tb927.11.16720,406930.0,435540.0,445830.0,408870.0,416440.0,400310.0,mitotic cyclin 6
1886,Tb927.11.16730,6820900.0,7037800.0,7393700.0,7412600.0,7510700.0,7313900.0,dihydrolipoyl dehydrogenase
1887,Tb927.11.16740,503020.0,525170.0,533860.0,522010.0,536550.0,511550.0,"chaperone protein DnaJ, putative"
1888,Tb927.11.16750,304760.0,330790.0,338900.0,292610.0,298080.0,283030.0,"hypothetical protein, conserved"
1889,Tb927.11.16760,7510100.0,8015100.0,8125200.0,7401800.0,7502300.0,7389300.0,"T-complex protein 1, alpha subunit, putative"
1890,Tb927.11.16770,996580.0,1062600.0,1103600.0,1007700.0,1011200.0,999320.0,"glucosamine-6-phosphate isomerase, putative"
1891,Tb927.11.16790,319020.0,340840.0,337070.0,298110.0,296370.0,288780.0,mitogen-activated protein kinase
1892,Tb927.11.1680,1259800.0,1337700.0,1369900.0,1388300.0,1416000.0,1389300.0,"vesicular-fusion protein SEC18, putative"
1893,Tb927.11.16810,745330.0,799510.0,821300.0,780200.0,793450.0,775680.0,"dynein light intermediate chain D1bLIC, putative"
1894,Tb927.11.16820,4475.4,5404.6,6287.8,5673.5,5365.6,5776.9,"hypothetical protein, conserved"
1895,Tb927.11.16830,1142900.0,1228200.0,1258300.0,1126600.0,1155800.0,1088000.0,"Rab-like 5, small G protein"
1896,Tb927.11.16840,276970.0,281050.0,297110.0,268870.0,263620.0,249690.0,"hypothetical protein, conserved"
1897,Tb927.11.16850,258110.0,282770.0,289460.0,242960.0,258200.0,258750.0,"Golgi transport complex subunit 5, putative"
1898,Tb927.11.16860,504950.0,532910.0,548040.0,523560.0,534830.0,522030.0,Guide RNA binding complex protein 3
1899,Tb927.11.16870,626730.0,647870.0,677360.0,580410.0,592100.0,576710.0,NADH-ubiquinone oxidoreductase B8 subunit
1900,Tb927.11.16880,556790.0,584510.0,607880.0,554330.0,556710.0,545870.0,"leucine-rich repeat protein (LRRP), putative"
1901,Tb927.11.16890,1668900.0,1743600.0,1826100.0,1529800.0,1603800.0,1575000.0,Tetratricopeptide-like helical domain containing protein
1902,Tb927.11.1690,197240.0,210760.0,218990.0,262260.0,269540.0,257390.0,"Emopamil binding protein, putative"
1903,Tb927.11.16910,619920.0,645070.0,683900.0,546180.0,560630.0,558750.0,"Serine hydrolase (FSH1)/RWD domain/50S ribosome-binding GTPase/GTPase of unknown function C-terminal, putative"
1904,Tb927.11.16920,115070.0,121350.0,122890.0,125720.0,130450.0,120550.0,VSG exclusion protein 1
1905,Tb927.11.16930,343750.0,356510.0,379080.0,379240.0,401100.0,396260.0,"ABC transporter of the mitochondrion, putative"
1906,Tb927.11.16970,807800.0,840000.0,889280.0,784690.0,829420.0,783430.0,"protein phosphatase 4, putative"
1907,Tb927.11.16980,445410.0,466700.0,481100.0,369850.0,410490.0,392190.0,"chaperone protein DnaJ, putative"
1908,Tb927.11.170,469640.0,520440.0,514430.0,500620.0,510160.0,482480.0,Mitoribosomal SSU assembly factor 15
1909,Tb927.11.1700,866610.0,858570.0,927930.0,907860.0,972100.0,898130.0,"hypothetical protein, conserved"
1910,Tb927.11.17000,7016400.0,7360000.0,7656200.0,6834600.0,6956200.0,6749500.0,AIR9-like protein
1911,Tb927.11.17010,170010.0,175520.0,182950.0,204340.0,206730.0,198930.0,"Rab5-interacting protein (Rab5ip), putative"
